,Date,Community Area,Primary Type,Number
317,01/01/2001,58.0,DECEPTIVE PRACTICE,1
318,01/01/2001,58.0,OFFENSE INVOLVING CHILDREN,2
319,01/01/2001,58.0,SEX OFFENSE,1
320,01/01/2001,58.0,THEFT,2
321,01/01/2001,58.0,DECEPTIVE PRACTICE,1
322,01/01/2001,58.0,OFFENSE INVOLVING CHILDREN,2
323,01/01/2001,58.0,SEX OFFENSE,1
324,01/01/2001,58.0,THEFT,2
325,01/01/2001,59.0,THEFT,2
326,01/01/2001,61.0,CRIM SEXUAL ASSAULT,1
327,01/01/2001,61.0,DECEPTIVE PRACTICE,1
328,01/01/2001,61.0,OFFENSE INVOLVING CHILDREN,4
329,01/01/2001,61.0,SEX OFFENSE,2
330,01/01/2001,61.0,THEFT,2
331,01/01/2001,61.0,CRIM SEXUAL ASSAULT,1
332,01/01/2001,61.0,DECEPTIVE PRACTICE,1
333,01/01/2001,61.0,OFFENSE INVOLVING CHILDREN,4
334,01/01/2001,61.0,SEX OFFENSE,2
335,01/01/2001,61.0,THEFT,2
336,01/01/2001,61.0,CRIM SEXUAL ASSAULT,1
337,01/01/2001,61.0,DECEPTIVE PRACTICE,1
338,01/01/2001,61.0,OFFENSE INVOLVING CHILDREN,4
339,01/01/2001,61.0,SEX OFFENSE,2
340,01/01/2001,61.0,THEFT,2
341,01/01/2001,61.0,CRIM SEXUAL ASSAULT,1
342,01/01/2001,61.0,DECEPTIVE PRACTICE,1
343,01/01/2001,61.0,OFFENSE INVOLVING CHILDREN,4
344,01/01/2001,61.0,SEX OFFENSE,2
345,01/01/2001,61.0,THEFT,2
346,01/01/2001,61.0,CRIM SEXUAL ASSAULT,1
347,01/01/2001,61.0,DECEPTIVE PRACTICE,1
348,01/01/2001,61.0,OFFENSE INVOLVING CHILDREN,4
349,01/01/2001,61.0,SEX OFFENSE,2
350,01/01/2001,61.0,THEFT,2
351,01/01/2001,62.0,OFFENSE INVOLVING CHILDREN,1
352,01/01/2001,63.0,THEFT,1
353,01/01/2001,64.0,OFFENSE INVOLVING CHILDREN,1
354,01/01/2001,66.0,MOTOR VEHICLE THEFT,1
355,01/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
356,01/01/2001,66.0,SEX OFFENSE,1
357,01/01/2001,66.0,THEFT,4
358,01/01/2001,66.0,MOTOR VEHICLE THEFT,1
359,01/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
360,01/01/2001,66.0,SEX OFFENSE,1
361,01/01/2001,66.0,THEFT,4
362,01/01/2001,66.0,MOTOR VEHICLE THEFT,1
363,01/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
364,01/01/2001,66.0,SEX OFFENSE,1
365,01/01/2001,66.0,THEFT,4
366,01/01/2001,66.0,MOTOR VEHICLE THEFT,1
367,01/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
368,01/01/2001,66.0,SEX OFFENSE,1
369,01/01/2001,66.0,THEFT,4
370,01/01/2001,67.0,CRIM SEXUAL ASSAULT,2
371,01/01/2001,67.0,OFFENSE INVOLVING CHILDREN,2
372,01/01/2001,67.0,THEFT,6
373,01/01/2001,67.0,CRIM SEXUAL ASSAULT,2
374,01/01/2001,67.0,OFFENSE INVOLVING CHILDREN,2
375,01/01/2001,67.0,THEFT,6
376,01/01/2001,67.0,CRIM SEXUAL ASSAULT,2
377,01/01/2001,67.0,OFFENSE INVOLVING CHILDREN,2
378,01/01/2001,67.0,THEFT,6
379,01/01/2001,68.0,OFFENSE INVOLVING CHILDREN,1
380,01/01/2001,68.0,SEX OFFENSE,1
381,01/01/2001,68.0,THEFT,4
382,01/01/2001,68.0,OFFENSE INVOLVING CHILDREN,1
383,01/01/2001,68.0,SEX OFFENSE,1
384,01/01/2001,68.0,THEFT,4
385,01/01/2001,68.0,OFFENSE INVOLVING CHILDREN,1
386,01/01/2001,68.0,SEX OFFENSE,1
387,01/01/2001,68.0,THEFT,4
388,01/01/2001,69.0,OFFENSE INVOLVING CHILDREN,1
389,01/01/2001,69.0,THEFT,4
390,01/01/2001,69.0,OFFENSE INVOLVING CHILDREN,1
391,01/01/2001,69.0,THEFT,4
392,01/01/2001,70.0,CRIM SEXUAL ASSAULT,1
393,01/01/2001,70.0,OFFENSE INVOLVING CHILDREN,2
394,01/01/2001,70.0,THEFT,1
395,01/01/2001,70.0,CRIM SEXUAL ASSAULT,1
396,01/01/2001,70.0,OFFENSE INVOLVING CHILDREN,2
397,01/01/2001,70.0,THEFT,1
398,01/01/2001,70.0,CRIM SEXUAL ASSAULT,1
399,01/01/2001,70.0,OFFENSE INVOLVING CHILDREN,2
400,01/01/2001,70.0,THEFT,1
401,01/01/2001,71.0,CRIM SEXUAL ASSAULT,1
402,01/01/2001,71.0,OFFENSE INVOLVING CHILDREN,4
403,01/01/2001,71.0,THEFT,5
404,01/01/2001,71.0,CRIM SEXUAL ASSAULT,1
405,01/01/2001,71.0,OFFENSE INVOLVING CHILDREN,4
406,01/01/2001,71.0,THEFT,5
407,01/01/2001,71.0,CRIM SEXUAL ASSAULT,1
408,01/01/2001,71.0,OFFENSE INVOLVING CHILDREN,4
409,01/01/2001,71.0,THEFT,5
410,01/01/2001,72.0,DECEPTIVE PRACTICE,1
411,01/01/2001,72.0,OFFENSE INVOLVING CHILDREN,1
412,01/01/2001,72.0,DECEPTIVE PRACTICE,1
413,01/01/2001,72.0,OFFENSE INVOLVING CHILDREN,1
414,01/01/2001,73.0,THEFT,1
415,01/01/2001,75.0,OFFENSE INVOLVING CHILDREN,1
416,01/01/2001,76.0,THEFT,2
417,01/01/2001,77.0,CRIM SEXUAL ASSAULT,1
418,01/01/2001,77.0,OFFENSE INVOLVING CHILDREN,2
419,01/01/2001,77.0,THEFT,1
420,01/01/2001,77.0,CRIM SEXUAL ASSAULT,1
421,01/01/2001,77.0,OFFENSE INVOLVING CHILDREN,2
422,01/01/2001,77.0,THEFT,1
423,01/01/2001,77.0,CRIM SEXUAL ASSAULT,1
424,01/01/2001,77.0,OFFENSE INVOLVING CHILDREN,2
425,01/01/2001,77.0,THEFT,1
426,01/02/2001,24.0,THEFT,1
427,01/02/2001,28.0,THEFT,1
428,01/02/2001,29.0,THEFT,1
429,01/02/2001,43.0,THEFT,1
430,01/02/2001,44.0,THEFT,1
431,01/02/2001,50.0,THEFT,1
432,01/02/2001,64.0,DECEPTIVE PRACTICE,1
433,01/02/2001,67.0,MOTOR VEHICLE THEFT,1
434,01/02/2001,73.0,THEFT,1
435,01/02/2001,77.0,OTHER OFFENSE,1
436,01/03/2001,19.0,THEFT,1
437,01/03/2001,20.0,DECEPTIVE PRACTICE,1
438,01/03/2001,22.0,SEX OFFENSE,1
439,01/03/2001,25.0,MOTOR VEHICLE THEFT,1
440,01/05/2001,13.0,MOTOR VEHICLE THEFT,1
441,01/05/2001,22.0,THEFT,1
442,01/05/2001,26.0,OTHER OFFENSE,1
443,01/05/2001,33.0,DECEPTIVE PRACTICE,1
444,01/05/2001,59.0,BURGLARY,1
445,01/05/2001,76.0,MOTOR VEHICLE THEFT,1
446,01/06/2001,19.0,HOMICIDE,1
447,01/06/2001,19.0,MOTOR VEHICLE THEFT,1
448,01/06/2001,19.0,HOMICIDE,1
449,01/06/2001,19.0,MOTOR VEHICLE THEFT,1
450,01/06/2001,31.0,HOMICIDE,1
451,01/06/2001,53.0,HOMICIDE,1
452,01/06/2001,56.0,DECEPTIVE PRACTICE,1
453,01/06/2001,66.0,THEFT,1
454,01/07/2001,27.0,NARCOTICS,1
455,01/08/2001,43.0,THEFT,1
456,01/08/2001,61.0,CRIM SEXUAL ASSAULT,1
457,01/08/2001,67.0,OFFENSE INVOLVING CHILDREN,1
458,01/09/2001,46.0,HOMICIDE,1
459,01/10/2001,4.0,OFFENSE INVOLVING CHILDREN,1
460,01/10/2001,4.0,THEFT,1
461,01/10/2001,4.0,OFFENSE INVOLVING CHILDREN,1
462,01/10/2001,4.0,THEFT,1
463,01/10/2001,7.0,THEFT,1
464,01/10/2001,14.0,HOMICIDE,1
465,01/10/2001,16.0,THEFT,1
466,01/10/2001,29.0,THEFT,1
467,01/10/2001,30.0,OFFENSE INVOLVING CHILDREN,1
468,01/10/2001,32.0,THEFT,1
469,01/10/2001,43.0,HOMICIDE,1
470,01/10/2001,58.0,THEFT,1
471,01/10/2001,60.0,DECEPTIVE PRACTICE,1
472,01/10/2001,63.0,THEFT,1
473,01/10/2001,67.0,THEFT,1
474,01/10/2001,69.0,THEFT,1
475,01/11/2001,1.0,THEFT,1
476,01/11/2001,21.0,ASSAULT,1
477,01/11/2001,25.0,HOMICIDE,1
478,01/11/2001,43.0,HOMICIDE,1
479,01/12/2001,8.0,DECEPTIVE PRACTICE,1
480,01/12/2001,25.0,NARCOTICS,2
481,01/12/2001,28.0,WEAPONS VIOLATION,1
482,01/12/2001,44.0,HOMICIDE,1
483,01/12/2001,65.0,MOTOR VEHICLE THEFT,1
484,01/13/2001,6.0,HOMICIDE,1
485,01/13/2001,22.0,THEFT,1
486,01/13/2001,23.0,THEFT,1
487,01/14/2001,25.0,HOMICIDE,1
488,01/14/2001,26.0,MOTOR VEHICLE THEFT,1
489,01/14/2001,61.0,DECEPTIVE PRACTICE,1
490,01/14/2001,73.0,HOMICIDE,1
491,01/15/2001,19.0,OFFENSE INVOLVING CHILDREN,1
492,01/15/2001,25.0,THEFT,1
493,01/15/2001,71.0,THEFT,1
494,01/15/2001,75.0,OTHER OFFENSE,1
495,01/16/2001,25.0,HOMICIDE,1
496,01/16/2001,28.0,THEFT,1
497,01/16/2001,61.0,HOMICIDE,1
498,01/16/2001,69.0,THEFT,1
499,01/17/2001,71.0,MOTOR VEHICLE THEFT,1
500,01/18/2001,1.0,SEX OFFENSE,1
501,01/18/2001,25.0,DECEPTIVE PRACTICE,1
502,01/18/2001,25.0,HOMICIDE,1
503,01/18/2001,25.0,DECEPTIVE PRACTICE,1
504,01/18/2001,25.0,HOMICIDE,1
505,01/19/2001,16.0,HOMICIDE,1
506,01/19/2001,25.0,MOTOR VEHICLE THEFT,1
507,01/19/2001,40.0,OFFENSE INVOLVING CHILDREN,1
508,01/19/2001,71.0,THEFT,1
509,01/20/2001,15.0,PUBLIC PEACE VIOLATION,1
510,01/20/2001,23.0,HOMICIDE,1
511,01/20/2001,25.0,HOMICIDE,1
512,01/20/2001,47.0,OTHER OFFENSE,1
513,01/21/2001,23.0,HOMICIDE,1
514,01/21/2001,27.0,NARCOTICS,1
515,01/21/2001,43.0,HOMICIDE,1
516,01/21/2001,53.0,THEFT,1
517,01/22/2001,22.0,THEFT,1
518,01/22/2001,43.0,MOTOR VEHICLE THEFT,1
