,Date,Community Area,Primary Type,Number
519,01/22/2001,43.0,THEFT,1
520,01/22/2001,43.0,MOTOR VEHICLE THEFT,1
521,01/22/2001,43.0,THEFT,1
522,01/22/2001,49.0,HOMICIDE,1
523,01/23/2001,7.0,CRIM SEXUAL ASSAULT,1
524,01/23/2001,25.0,THEFT,1
525,01/23/2001,29.0,THEFT,1
526,01/24/2001,13.0,OTHER OFFENSE,1
527,01/24/2001,23.0,NARCOTICS,1
528,01/24/2001,54.0,MOTOR VEHICLE THEFT,1
529,01/25/2001,25.0,NARCOTICS,1
530,01/25/2001,61.0,BURGLARY,1
531,01/25/2001,70.0,MOTOR VEHICLE THEFT,1
532,01/26/2001,24.0,THEFT,1
533,01/26/2001,31.0,DECEPTIVE PRACTICE,1
534,01/26/2001,31.0,MOTOR VEHICLE THEFT,1
535,01/26/2001,31.0,DECEPTIVE PRACTICE,1
536,01/26/2001,31.0,MOTOR VEHICLE THEFT,1
537,01/26/2001,54.0,OFFENSE INVOLVING CHILDREN,1
538,01/26/2001,61.0,ROBBERY,1
539,01/27/2001,22.0,MOTOR VEHICLE THEFT,1
540,01/27/2001,61.0,ROBBERY,1
541,01/27/2001,71.0,HOMICIDE,1
542,01/27/2001,74.0,DECEPTIVE PRACTICE,1
543,01/28/2001,19.0,THEFT,1
544,01/28/2001,23.0,MOTOR VEHICLE THEFT,1
545,01/28/2001,25.0,NARCOTICS,1
546,01/28/2001,26.0,HOMICIDE,1
547,01/28/2001,34.0,DECEPTIVE PRACTICE,1
548,01/28/2001,69.0,MOTOR VEHICLE THEFT,1
549,01/29/2001,1.0,THEFT,1
550,01/29/2001,46.0,DECEPTIVE PRACTICE,1
551,01/29/2001,66.0,THEFT,1
552,01/29/2001,68.0,HOMICIDE,1
553,01/30/2001,5.0,THEFT,1
554,01/30/2001,21.0,HOMICIDE,1
555,01/30/2001,32.0,THEFT,1
556,01/30/2001,43.0,THEFT,1
557,01/30/2001,66.0,THEFT,1
558,01/31/2001,15.0,THEFT,1
559,01/31/2001,17.0,DECEPTIVE PRACTICE,1
560,01/31/2001,21.0,HOMICIDE,1
561,01/31/2001,23.0,THEFT,1
562,01/31/2001,39.0,DECEPTIVE PRACTICE,1
563,01/31/2001,43.0,THEFT,1
564,01/31/2001,49.0,THEFT,1
565,01/31/2001,56.0,DECEPTIVE PRACTICE,1
566,02/01/2001,1.0,HOMICIDE,1
567,02/01/2001,2.0,THEFT,1
568,02/01/2001,7.0,THEFT,1
569,02/01/2001,8.0,DECEPTIVE PRACTICE,1
570,02/01/2001,8.0,THEFT,1
571,02/01/2001,8.0,DECEPTIVE PRACTICE,1
572,02/01/2001,8.0,THEFT,1
573,02/01/2001,18.0,THEFT,1
574,02/01/2001,21.0,THEFT,1
575,02/01/2001,22.0,THEFT,3
576,02/01/2001,23.0,THEFT,1
577,02/01/2001,32.0,OTHER OFFENSE,1
578,02/01/2001,32.0,THEFT,1
579,02/01/2001,32.0,OTHER OFFENSE,1
580,02/01/2001,32.0,THEFT,1
581,02/01/2001,39.0,THEFT,2
582,02/01/2001,40.0,THEFT,1
583,02/01/2001,43.0,THEFT,1
584,02/01/2001,44.0,THEFT,1
585,02/01/2001,50.0,OTHER OFFENSE,1
586,02/01/2001,56.0,THEFT,1
587,02/01/2001,67.0,THEFT,2
588,02/01/2001,68.0,THEFT,2
589,02/01/2001,70.0,THEFT,1
590,02/01/2001,75.0,THEFT,1
591,02/01/2001,77.0,THEFT,3
592,02/02/2001,3.0,MOTOR VEHICLE THEFT,1
593,02/02/2001,11.0,THEFT,1
594,02/02/2001,12.0,DECEPTIVE PRACTICE,1
595,02/02/2001,21.0,THEFT,1
596,02/02/2001,24.0,MOTOR VEHICLE THEFT,1
597,02/02/2001,25.0,NARCOTICS,2
598,02/02/2001,28.0,DECEPTIVE PRACTICE,1
599,02/02/2001,32.0,DECEPTIVE PRACTICE,1
600,02/02/2001,38.0,OTHER OFFENSE,1
601,02/02/2001,67.0,THEFT,1
602,02/02/2001,71.0,HOMICIDE,1
603,02/02/2001,71.0,MOTOR VEHICLE THEFT,1
604,02/02/2001,71.0,HOMICIDE,1
605,02/02/2001,71.0,MOTOR VEHICLE THEFT,1
606,02/03/2001,3.0,DECEPTIVE PRACTICE,1
607,02/03/2001,23.0,NARCOTICS,1
608,02/03/2001,25.0,NARCOTICS,1
609,02/03/2001,27.0,MOTOR VEHICLE THEFT,1
610,02/05/2001,2.0,HOMICIDE,1
611,02/05/2001,14.0,MOTOR VEHICLE THEFT,1
612,02/05/2001,19.0,SEX OFFENSE,1
613,02/05/2001,25.0,BATTERY,1
614,02/05/2001,32.0,BATTERY,1
615,02/05/2001,56.0,DECEPTIVE PRACTICE,1
616,02/05/2001,75.0,DECEPTIVE PRACTICE,1
617,02/06/2001,25.0,NARCOTICS,1
618,02/07/2001,5.0,THEFT,1
619,02/07/2001,23.0,NARCOTICS,2
620,02/07/2001,25.0,NARCOTICS,1
621,02/08/2001,2.0,OFFENSE INVOLVING CHILDREN,1
622,02/08/2001,6.0,THEFT,1
623,02/08/2001,28.0,DECEPTIVE PRACTICE,1
624,02/08/2001,31.0,MOTOR VEHICLE THEFT,1
625,02/09/2001,24.0,HOMICIDE,1
626,02/09/2001,25.0,NARCOTICS,1
627,02/09/2001,26.0,BATTERY,1
628,02/09/2001,26.0,WEAPONS VIOLATION,1
629,02/09/2001,26.0,BATTERY,1
630,02/09/2001,26.0,WEAPONS VIOLATION,1
631,02/09/2001,38.0,HOMICIDE,1
632,02/09/2001,56.0,HOMICIDE,2
633,02/09/2001,61.0,SEX OFFENSE,1
634,02/11/2001,25.0,HOMICIDE,1
635,02/11/2001,30.0,HOMICIDE,1
636,02/11/2001,49.0,THEFT,1
637,02/11/2001,68.0,CRIM SEXUAL ASSAULT,1
638,02/12/2001,35.0,MOTOR VEHICLE THEFT,1
639,02/12/2001,49.0,HOMICIDE,1
640,02/12/2001,64.0,MOTOR VEHICLE THEFT,1
641,02/12/2001,66.0,MOTOR VEHICLE THEFT,1
642,02/13/2001,6.0,THEFT,1
643,02/13/2001,7.0,THEFT,1
644,02/13/2001,14.0,OTHER OFFENSE,1
645,02/13/2001,56.0,MOTOR VEHICLE THEFT,1
646,02/13/2001,70.0,THEFT,1
647,02/14/2001,8.0,BURGLARY,1
648,02/14/2001,23.0,CRIMINAL DAMAGE,1
649,02/14/2001,23.0,HOMICIDE,1
650,02/14/2001,23.0,CRIMINAL DAMAGE,1
651,02/14/2001,23.0,HOMICIDE,1
652,02/14/2001,25.0,HOMICIDE,1
653,02/14/2001,25.0,NARCOTICS,1
654,02/14/2001,25.0,HOMICIDE,1
655,02/14/2001,25.0,NARCOTICS,1
656,02/14/2001,26.0,NARCOTICS,2
657,02/14/2001,27.0,NARCOTICS,2
658,02/14/2001,53.0,THEFT,1
659,02/14/2001,66.0,SEX OFFENSE,1
660,02/14/2001,71.0,MOTOR VEHICLE THEFT,1
661,02/15/2001,4.0,CRIMINAL DAMAGE,1
662,02/15/2001,17.0,MOTOR VEHICLE THEFT,1
663,02/15/2001,21.0,CRIM SEXUAL ASSAULT,1
664,02/15/2001,24.0,MOTOR VEHICLE THEFT,1
665,02/15/2001,25.0,NARCOTICS,1
666,02/15/2001,30.0,HOMICIDE,1
667,02/15/2001,43.0,MOTOR VEHICLE THEFT,1
668,02/15/2001,54.0,HOMICIDE,1
669,02/15/2001,77.0,THEFT,1
670,02/16/2001,3.0,THEFT,1
671,02/16/2001,23.0,BATTERY,1
672,02/16/2001,23.0,DECEPTIVE PRACTICE,1
673,02/16/2001,23.0,HOMICIDE,1
674,02/16/2001,23.0,BATTERY,1
675,02/16/2001,23.0,DECEPTIVE PRACTICE,1
676,02/16/2001,23.0,HOMICIDE,1
677,02/16/2001,23.0,BATTERY,1
678,02/16/2001,23.0,DECEPTIVE PRACTICE,1
679,02/16/2001,23.0,HOMICIDE,1
680,02/16/2001,37.0,MOTOR VEHICLE THEFT,1
681,02/16/2001,43.0,SEX OFFENSE,1
682,02/17/2001,8.0,MOTOR VEHICLE THEFT,1
683,02/17/2001,23.0,OFFENSE INVOLVING CHILDREN,1
684,02/18/2001,19.0,BURGLARY,1
685,02/18/2001,22.0,OFFENSE INVOLVING CHILDREN,1
686,02/18/2001,25.0,HOMICIDE,1
687,02/18/2001,68.0,BATTERY,1
688,02/19/2001,6.0,THEFT,1
689,02/19/2001,27.0,THEFT,1
690,02/20/2001,45.0,THEFT,1
691,02/20/2001,73.0,THEFT,1
692,02/20/2001,76.0,MOTOR VEHICLE THEFT,1
693,02/21/2001,25.0,OTHER OFFENSE,1
694,02/21/2001,31.0,NARCOTICS,1
695,02/21/2001,51.0,OFFENSE INVOLVING CHILDREN,1
696,02/21/2001,70.0,MOTOR VEHICLE THEFT,1
697,02/22/2001,26.0,CRIMINAL DAMAGE,1
698,02/22/2001,29.0,MOTOR VEHICLE THEFT,1
699,02/22/2001,48.0,MOTOR VEHICLE THEFT,1
700,02/22/2001,68.0,THEFT,1
701,02/23/2001,3.0,NARCOTICS,1
702,02/23/2001,22.0,HOMICIDE,1
703,02/23/2001,25.0,NARCOTICS,1
704,02/23/2001,42.0,MOTOR VEHICLE THEFT,1
705,02/23/2001,77.0,BATTERY,1
706,02/24/2001,1.0,OFFENSE INVOLVING CHILDREN,2
707,02/24/2001,21.0,HOMICIDE,1
708,02/24/2001,23.0,THEFT,1
709,02/24/2001,25.0,NARCOTICS,1
710,02/24/2001,60.0,CRIMINAL DAMAGE,1
711,02/24/2001,63.0,MOTOR VEHICLE THEFT,1
712,02/24/2001,76.0,MOTOR VEHICLE THEFT,1
713,02/25/2001,22.0,BATTERY,1
714,02/25/2001,25.0,HOMICIDE,1
715,02/25/2001,26.0,NARCOTICS,1
716,02/25/2001,43.0,MOTOR VEHICLE THEFT,1
717,02/25/2001,61.0,BURGLARY,1
718,02/25/2001,64.0,MOTOR VEHICLE THEFT,1
719,02/26/2001,3.0,NARCOTICS,1
720,02/26/2001,29.0,BATTERY,1
721,02/26/2001,38.0,OTHER OFFENSE,1
722,02/26/2001,53.0,THEFT,1
723,02/27/2001,6.0,THEFT,1
724,02/27/2001,27.0,NARCOTICS,1
725,02/27/2001,30.0,DECEPTIVE PRACTICE,1
726,02/27/2001,31.0,HOMICIDE,1
727,02/27/2001,39.0,THEFT,1
728,02/27/2001,69.0,MOTOR VEHICLE THEFT,1
729,02/28/2001,3.0,OTHER OFFENSE,1
730,02/28/2001,14.0,MOTOR VEHICLE THEFT,1
731,02/28/2001,22.0,THEFT,1
732,02/28/2001,24.0,THEFT,1
733,02/28/2001,26.0,DECEPTIVE PRACTICE,1
734,02/28/2001,76.0,THEFT,1
735,03/01/2001,1.0,CRIM SEXUAL ASSAULT,1
736,03/01/2001,1.0,OFFENSE INVOLVING CHILDREN,1
737,03/01/2001,1.0,CRIM SEXUAL ASSAULT,1
738,03/01/2001,1.0,OFFENSE INVOLVING CHILDREN,1
739,03/01/2001,6.0,HOMICIDE,1
740,03/01/2001,7.0,THEFT,1
741,03/01/2001,9.0,SEX OFFENSE,1
742,03/01/2001,10.0,THEFT,1
743,03/01/2001,14.0,THEFT,1
744,03/01/2001,15.0,THEFT,1
745,03/01/2001,19.0,OFFENSE INVOLVING CHILDREN,1
746,03/01/2001,19.0,THEFT,2
747,03/01/2001,19.0,OFFENSE INVOLVING CHILDREN,1
748,03/01/2001,19.0,THEFT,2
749,03/01/2001,23.0,OTHER OFFENSE,1
750,03/01/2001,23.0,THEFT,1
751,03/01/2001,23.0,OTHER OFFENSE,1
752,03/01/2001,23.0,THEFT,1
753,03/01/2001,28.0,BATTERY,1
754,03/01/2001,28.0,THEFT,2
755,03/01/2001,28.0,BATTERY,1
756,03/01/2001,28.0,THEFT,2
757,03/01/2001,29.0,THEFT,1
758,03/01/2001,30.0,THEFT,1
759,03/01/2001,38.0,OTHER OFFENSE,1
760,03/01/2001,38.0,THEFT,1
761,03/01/2001,38.0,OTHER OFFENSE,1
762,03/01/2001,38.0,THEFT,1
763,03/01/2001,40.0,MOTOR VEHICLE THEFT,1
764,03/01/2001,42.0,THEFT,1
765,03/01/2001,43.0,OFFENSE INVOLVING CHILDREN,1
766,03/01/2001,44.0,DECEPTIVE PRACTICE,1
767,03/01/2001,44.0,THEFT,1
768,03/01/2001,44.0,DECEPTIVE PRACTICE,1
769,03/01/2001,44.0,THEFT,1
770,03/01/2001,48.0,THEFT,1
771,03/01/2001,49.0,CRIM SEXUAL ASSAULT,1
772,03/01/2001,51.0,OFFENSE INVOLVING CHILDREN,1
773,03/01/2001,51.0,THEFT,1
774,03/01/2001,51.0,OFFENSE INVOLVING CHILDREN,1
775,03/01/2001,51.0,THEFT,1
776,03/01/2001,57.0,CRIM SEXUAL ASSAULT,1
777,03/01/2001,58.0,THEFT,1
778,03/01/2001,59.0,THEFT,2
779,03/01/2001,60.0,THEFT,2
780,03/01/2001,61.0,HOMICIDE,1
781,03/01/2001,61.0,OFFENSE INVOLVING CHILDREN,1
782,03/01/2001,61.0,HOMICIDE,1
783,03/01/2001,61.0,OFFENSE INVOLVING CHILDREN,1
784,03/01/2001,62.0,THEFT,1
785,03/01/2001,66.0,THEFT,1
786,03/01/2001,68.0,CRIMINAL DAMAGE,1
787,03/01/2001,68.0,MOTOR VEHICLE THEFT,1
788,03/01/2001,68.0,OFFENSE INVOLVING CHILDREN,2
789,03/01/2001,68.0,THEFT,1
790,03/01/2001,68.0,CRIMINAL DAMAGE,1
791,03/01/2001,68.0,MOTOR VEHICLE THEFT,1
792,03/01/2001,68.0,OFFENSE INVOLVING CHILDREN,2
793,03/01/2001,68.0,THEFT,1
794,03/01/2001,68.0,CRIMINAL DAMAGE,1
795,03/01/2001,68.0,MOTOR VEHICLE THEFT,1
796,03/01/2001,68.0,OFFENSE INVOLVING CHILDREN,2
797,03/01/2001,68.0,THEFT,1
798,03/01/2001,68.0,CRIMINAL DAMAGE,1
799,03/01/2001,68.0,MOTOR VEHICLE THEFT,1
800,03/01/2001,68.0,OFFENSE INVOLVING CHILDREN,2
801,03/01/2001,68.0,THEFT,1
802,03/01/2001,69.0,SEX OFFENSE,1
803,03/01/2001,69.0,THEFT,1
804,03/01/2001,69.0,SEX OFFENSE,1
805,03/01/2001,69.0,THEFT,1
806,03/01/2001,71.0,THEFT,1
807,03/01/2001,73.0,THEFT,1
808,03/01/2001,74.0,CRIM SEXUAL ASSAULT,1
809,03/01/2001,75.0,OTHER OFFENSE,1
810,03/01/2001,75.0,THEFT,1
811,03/01/2001,75.0,OTHER OFFENSE,1
812,03/01/2001,75.0,THEFT,1
813,03/02/2001,41.0,THEFT,1
814,03/02/2001,54.0,MOTOR VEHICLE THEFT,1
815,03/02/2001,68.0,THEFT,1
816,03/03/2001,2.0,MOTOR VEHICLE THEFT,1
817,03/03/2001,22.0,HOMICIDE,1
818,03/03/2001,27.0,THEFT,1
819,03/03/2001,28.0,ROBBERY,1
820,03/03/2001,42.0,HOMICIDE,1
821,03/03/2001,53.0,HOMICIDE,1
822,03/03/2001,71.0,MOTOR VEHICLE THEFT,1
823,03/04/2001,15.0,HOMICIDE,1
824,03/04/2001,26.0,CRIMINAL DAMAGE,1
825,03/04/2001,26.0,NARCOTICS,1
826,03/04/2001,26.0,CRIMINAL DAMAGE,1
827,03/04/2001,26.0,NARCOTICS,1
828,03/04/2001,49.0,HOMICIDE,1
829,03/05/2001,14.0,SEX OFFENSE,1
830,03/05/2001,35.0,HOMICIDE,1
831,03/06/2001,23.0,SEX OFFENSE,1
832,03/06/2001,52.0,MOTOR VEHICLE THEFT,1
833,03/06/2001,56.0,MOTOR VEHICLE THEFT,1
834,03/06/2001,62.0,MOTOR VEHICLE THEFT,1
835,03/07/2001,25.0,ASSAULT,1
836,03/07/2001,43.0,DECEPTIVE PRACTICE,1
837,03/07/2001,71.0,HOMICIDE,1
838,03/07/2001,71.0,MOTOR VEHICLE THEFT,1
839,03/07/2001,71.0,HOMICIDE,1
840,03/07/2001,71.0,MOTOR VEHICLE THEFT,1
841,03/08/2001,3.0,THEFT,1
842,03/08/2001,14.0,OFFENSE INVOLVING CHILDREN,1
843,03/08/2001,16.0,SEX OFFENSE,1
844,03/08/2001,29.0,ROBBERY,1
845,03/09/2001,23.0,THEFT,1
846,03/09/2001,25.0,OTHER OFFENSE,1
847,03/09/2001,58.0,HOMICIDE,1
848,03/10/2001,3.0,HOMICIDE,2
849,03/10/2001,22.0,HOMICIDE,1
850,03/10/2001,23.0,NARCOTICS,1
851,03/10/2001,25.0,HOMICIDE,1
852,03/10/2001,26.0,BATTERY,1
853,03/10/2001,46.0,THEFT,1
854,03/11/2001,25.0,HOMICIDE,1
855,03/12/2001,7.0,MOTOR VEHICLE THEFT,1
856,03/12/2001,25.0,NARCOTICS,1
857,03/12/2001,28.0,HOMICIDE,1
858,03/12/2001,38.0,CRIM SEXUAL ASSAULT,1
859,03/12/2001,38.0,DECEPTIVE PRACTICE,1
860,03/12/2001,38.0,CRIM SEXUAL ASSAULT,1
861,03/12/2001,38.0,DECEPTIVE PRACTICE,1
862,03/12/2001,71.0,THEFT,1
863,03/13/2001,19.0,CRIM SEXUAL ASSAULT,1
864,03/13/2001,46.0,SEX OFFENSE,1
865,03/14/2001,22.0,THEFT,1
866,03/14/2001,23.0,NARCOTICS,1
867,03/14/2001,25.0,ASSAULT,1
868,03/15/2001,2.0,OTHER OFFENSE,1
869,03/15/2001,7.0,THEFT,1
870,03/15/2001,15.0,OTHER OFFENSE,1
871,03/15/2001,25.0,CRIM SEXUAL ASSAULT,1
872,03/15/2001,38.0,ROBBERY,1
873,03/15/2001,48.0,THEFT,1
874,03/15/2001,67.0,DECEPTIVE PRACTICE,1
875,03/16/2001,70.0,SEX OFFENSE,1
876,03/16/2001,74.0,DECEPTIVE PRACTICE,1
877,03/17/2001,2.0,THEFT,1
878,03/17/2001,5.0,MOTOR VEHICLE THEFT,1
879,03/17/2001,8.0,MOTOR VEHICLE THEFT,1
880,03/17/2001,38.0,HOMICIDE,1
881,03/17/2001,39.0,OTHER OFFENSE,1
882,03/18/2001,16.0,MOTOR VEHICLE THEFT,1
883,03/18/2001,26.0,MOTOR VEHICLE THEFT,1
884,03/18/2001,58.0,MOTOR VEHICLE THEFT,1
885,03/19/2001,3.0,CRIM SEXUAL ASSAULT,1
886,03/19/2001,23.0,THEFT,1
887,03/19/2001,26.0,NARCOTICS,1
888,03/19/2001,29.0,THEFT,1
889,03/19/2001,30.0,HOMICIDE,1
890,03/19/2001,71.0,MOTOR VEHICLE THEFT,1
891,03/19/2001,76.0,MOTOR VEHICLE THEFT,1
892,03/20/2001,1.0,MOTOR VEHICLE THEFT,1
893,03/20/2001,25.0,NARCOTICS,2
894,03/21/2001,4.0,BURGLARY,1
895,03/21/2001,25.0,MOTOR VEHICLE THEFT,1
896,03/21/2001,26.0,HOMICIDE,1
897,03/21/2001,26.0,THEFT,1
898,03/21/2001,26.0,HOMICIDE,1
899,03/21/2001,26.0,THEFT,1
900,03/21/2001,27.0,NARCOTICS,1
901,03/21/2001,30.0,HOMICIDE,1
902,03/21/2001,49.0,MOTOR VEHICLE THEFT,1
903,03/22/2001,13.0,DECEPTIVE PRACTICE,1
904,03/22/2001,16.0,OTHER OFFENSE,1
905,03/22/2001,22.0,OFFENSE INVOLVING CHILDREN,1
906,03/22/2001,24.0,BATTERY,1
907,03/22/2001,25.0,NARCOTICS,1
908,03/22/2001,32.0,MOTOR VEHICLE THEFT,1
909,03/22/2001,53.0,THEFT,1
910,03/22/2001,68.0,THEFT,1
911,03/23/2001,1.0,THEFT,1
912,03/23/2001,3.0,NARCOTICS,1
913,03/23/2001,23.0,BATTERY,1
914,03/23/2001,23.0,MOTOR VEHICLE THEFT,1
915,03/23/2001,23.0,BATTERY,1
916,03/23/2001,23.0,MOTOR VEHICLE THEFT,1
917,03/23/2001,30.0,HOMICIDE,1
918,03/24/2001,5.0,HOMICIDE,1
919,03/24/2001,27.0,CRIM SEXUAL ASSAULT,1
920,03/24/2001,29.0,HOMICIDE,1
921,03/24/2001,30.0,MOTOR VEHICLE THEFT,1
922,03/24/2001,45.0,HOMICIDE,1
923,03/24/2001,65.0,HOMICIDE,1
924,03/25/2001,24.0,HOMICIDE,1
925,03/25/2001,25.0,HOMICIDE,1
926,03/25/2001,25.0,NARCOTICS,1
927,03/25/2001,25.0,HOMICIDE,1
928,03/25/2001,25.0,NARCOTICS,1
929,03/26/2001,22.0,HOMICIDE,1
930,03/26/2001,28.0,BATTERY,1
931,03/26/2001,32.0,THEFT,1
932,03/26/2001,44.0,MOTOR VEHICLE THEFT,1
933,03/26/2001,69.0,HOMICIDE,1
934,03/26/2001,69.0,THEFT,1
935,03/26/2001,69.0,HOMICIDE,1
936,03/26/2001,69.0,THEFT,1
937,03/27/2001,25.0,MOTOR VEHICLE THEFT,1
938,03/28/2001,23.0,OTHER OFFENSE,1
939,03/28/2001,24.0,THEFT,1
940,03/28/2001,26.0,BATTERY,1
941,03/28/2001,27.0,HOMICIDE,1
942,03/28/2001,29.0,HOMICIDE,1
943,03/29/2001,23.0,NARCOTICS,3
944,03/29/2001,32.0,DECEPTIVE PRACTICE,1
945,03/29/2001,39.0,THEFT,1
946,03/29/2001,61.0,THEFT,1
947,03/29/2001,66.0,MOTOR VEHICLE THEFT,1
948,03/29/2001,67.0,THEFT,1
949,03/29/2001,68.0,CRIM SEXUAL ASSAULT,1
950,03/30/2001,25.0,NARCOTICS,1
951,03/30/2001,27.0,CRIMINAL DAMAGE,1
952,03/30/2001,28.0,MOTOR VEHICLE THEFT,1
953,03/30/2001,45.0,MOTOR VEHICLE THEFT,1
954,03/31/2001,3.0,MOTOR VEHICLE THEFT,1
955,03/31/2001,6.0,THEFT,1
956,03/31/2001,7.0,MOTOR VEHICLE THEFT,1
957,03/31/2001,23.0,BATTERY,1
958,03/31/2001,23.0,MOTOR VEHICLE THEFT,1
959,03/31/2001,23.0,THEFT,1
960,03/31/2001,23.0,BATTERY,1
961,03/31/2001,23.0,MOTOR VEHICLE THEFT,1
962,03/31/2001,23.0,THEFT,1
963,03/31/2001,23.0,BATTERY,1
964,03/31/2001,23.0,MOTOR VEHICLE THEFT,1
965,03/31/2001,23.0,THEFT,1
966,03/31/2001,27.0,BATTERY,1
967,03/31/2001,32.0,DECEPTIVE PRACTICE,1
968,03/31/2001,43.0,DECEPTIVE PRACTICE,1
969,03/31/2001,51.0,DECEPTIVE PRACTICE,1
970,03/31/2001,69.0,THEFT,1
971,04/01/2001,1.0,SEX OFFENSE,1
972,04/01/2001,1.0,THEFT,1
973,04/01/2001,1.0,SEX OFFENSE,1
974,04/01/2001,1.0,THEFT,1
975,04/01/2001,2.0,THEFT,1
976,04/01/2001,3.0,BATTERY,1
977,04/01/2001,4.0,THEFT,2
978,04/01/2001,5.0,DECEPTIVE PRACTICE,1
979,04/01/2001,8.0,OFFENSE INVOLVING CHILDREN,1
980,04/01/2001,11.0,OFFENSE INVOLVING CHILDREN,1
981,04/01/2001,15.0,THEFT,1
982,04/01/2001,16.0,SEX OFFENSE,1
983,04/01/2001,17.0,THEFT,1
984,04/01/2001,19.0,SEX OFFENSE,1
985,04/01/2001,19.0,THEFT,1
986,04/01/2001,19.0,SEX OFFENSE,1
987,04/01/2001,19.0,THEFT,1
988,04/01/2001,20.0,THEFT,2
989,04/01/2001,22.0,CRIM SEXUAL ASSAULT,1
990,04/01/2001,22.0,THEFT,1
991,04/01/2001,22.0,CRIM SEXUAL ASSAULT,1
992,04/01/2001,22.0,THEFT,1
993,04/01/2001,23.0,BATTERY,1
994,04/01/2001,23.0,SEX OFFENSE,1
995,04/01/2001,23.0,THEFT,2
996,04/01/2001,23.0,BATTERY,1
997,04/01/2001,23.0,SEX OFFENSE,1
998,04/01/2001,23.0,THEFT,2
999,04/01/2001,23.0,BATTERY,1
1000,04/01/2001,23.0,SEX OFFENSE,1
1001,04/01/2001,23.0,THEFT,2
1002,04/01/2001,24.0,HOMICIDE,1
1003,04/01/2001,25.0,DECEPTIVE PRACTICE,1
1004,04/01/2001,25.0,THEFT,1
1005,04/01/2001,25.0,DECEPTIVE PRACTICE,1
1006,04/01/2001,25.0,THEFT,1
1007,04/01/2001,26.0,HOMICIDE,1
1008,04/01/2001,27.0,THEFT,2
1009,04/01/2001,29.0,CRIM SEXUAL ASSAULT,1
1010,04/01/2001,29.0,HOMICIDE,1
1011,04/01/2001,29.0,THEFT,1
1012,04/01/2001,29.0,CRIM SEXUAL ASSAULT,1
1013,04/01/2001,29.0,HOMICIDE,1
1014,04/01/2001,29.0,THEFT,1
1015,04/01/2001,29.0,CRIM SEXUAL ASSAULT,1
1016,04/01/2001,29.0,HOMICIDE,1
1017,04/01/2001,29.0,THEFT,1
1018,04/01/2001,30.0,THEFT,1
1019,04/01/2001,33.0,DECEPTIVE PRACTICE,1
1020,04/01/2001,33.0,THEFT,1
1021,04/01/2001,33.0,DECEPTIVE PRACTICE,1
1022,04/01/2001,33.0,THEFT,1
1023,04/01/2001,34.0,THEFT,1
1024,04/01/2001,35.0,DECEPTIVE PRACTICE,1
1025,04/01/2001,35.0,THEFT,2
1026,04/01/2001,35.0,DECEPTIVE PRACTICE,1
1027,04/01/2001,35.0,THEFT,2
1028,04/01/2001,38.0,HOMICIDE,1
1029,04/01/2001,38.0,THEFT,1
1030,04/01/2001,38.0,HOMICIDE,1
1031,04/01/2001,38.0,THEFT,1
1032,04/01/2001,39.0,OFFENSE INVOLVING CHILDREN,1
1033,04/01/2001,39.0,THEFT,1
1034,04/01/2001,39.0,OFFENSE INVOLVING CHILDREN,1
1035,04/01/2001,39.0,THEFT,1
1036,04/01/2001,46.0,OFFENSE INVOLVING CHILDREN,1
1037,04/01/2001,46.0,OTHER OFFENSE,1
1038,04/01/2001,46.0,OFFENSE INVOLVING CHILDREN,1
1039,04/01/2001,46.0,OTHER OFFENSE,1
1040,04/01/2001,49.0,THEFT,1
1041,04/01/2001,53.0,THEFT,1
1042,04/01/2001,58.0,OFFENSE INVOLVING CHILDREN,1
1043,04/01/2001,62.0,OFFENSE INVOLVING CHILDREN,1
1044,04/01/2001,62.0,THEFT,1
1045,04/01/2001,62.0,OFFENSE INVOLVING CHILDREN,1
1046,04/01/2001,62.0,THEFT,1
1047,04/01/2001,63.0,THEFT,1
1048,04/01/2001,66.0,DECEPTIVE PRACTICE,1
1049,04/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
1050,04/01/2001,66.0,THEFT,1
1051,04/01/2001,66.0,DECEPTIVE PRACTICE,1
1052,04/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
1053,04/01/2001,66.0,THEFT,1
1054,04/01/2001,66.0,DECEPTIVE PRACTICE,1
1055,04/01/2001,66.0,OFFENSE INVOLVING CHILDREN,2
1056,04/01/2001,66.0,THEFT,1
1057,04/01/2001,67.0,THEFT,1
1058,04/01/2001,69.0,THEFT,3
1059,04/01/2001,71.0,THEFT,1
1060,04/01/2001,72.0,THEFT,1
1061,04/01/2001,73.0,DECEPTIVE PRACTICE,1
1062,04/01/2001,75.0,OFFENSE INVOLVING CHILDREN,1
1063,04/01/2001,75.0,THEFT,1
1064,04/01/2001,75.0,OFFENSE INVOLVING CHILDREN,1
1065,04/01/2001,75.0,THEFT,1
1066,04/01/2001,77.0,THEFT,2
1067,04/02/2001,18.0,THEFT,1
1068,04/02/2001,25.0,NARCOTICS,1
1069,04/02/2001,27.0,MOTOR VEHICLE THEFT,1
1070,04/03/2001,4.0,DECEPTIVE PRACTICE,1
1071,04/03/2001,8.0,HOMICIDE,1
1072,04/03/2001,23.0,ASSAULT,1
1073,04/03/2001,23.0,BATTERY,1
1074,04/03/2001,23.0,ASSAULT,1
1075,04/03/2001,23.0,BATTERY,1
