,Date,Community Area,Primary Type,Number
237,01/01/2020,46,OTHER OFFENSE,1
238,01/01/2020,46,ROBBERY,1
239,01/01/2020,46,THEFT,1
240,01/01/2020,47,CRIMINAL DAMAGE,1
241,01/01/2020,48,CRIMINAL DAMAGE,1
242,01/01/2020,49,ASSAULT,4
243,01/01/2020,49,BATTERY,4
244,01/01/2020,49,BURGLARY,1
245,01/01/2020,49,CRIMINAL DAMAGE,2
246,01/01/2020,49,CRIMINAL TRESPASS,1
247,01/01/2020,49,MOTOR VEHICLE THEFT,1
248,01/01/2020,49,OTHER OFFENSE,3
249,01/01/2020,49,THEFT,1
250,01/01/2020,49,WEAPONS VIOLATION,1
251,01/01/2020,50,BATTERY,1
252,01/01/2020,50,WEAPONS VIOLATION,1
253,01/01/2020,51,ASSAULT,1
254,01/01/2020,51,BATTERY,1
255,01/01/2020,51,CRIMINAL DAMAGE,2
256,01/01/2020,51,PUBLIC PEACE VIOLATION,1
257,01/01/2020,51,THEFT,1
258,01/01/2020,52,CRIMINAL DAMAGE,1
259,01/01/2020,52,MOTOR VEHICLE THEFT,1
260,01/01/2020,52,OTHER OFFENSE,1
261,01/01/2020,53,ASSAULT,3
262,01/01/2020,53,BATTERY,6
263,01/01/2020,53,BURGLARY,1
264,01/01/2020,53,CRIMINAL DAMAGE,2
265,01/01/2020,53,DECEPTIVE PRACTICE,1
266,01/01/2020,53,INTERFERENCE WITH PUBLIC OFFICER,1
267,01/01/2020,53,MOTOR VEHICLE THEFT,1
268,01/01/2020,53,OFFENSE INVOLVING CHILDREN,1
269,01/01/2020,53,OTHER OFFENSE,4
270,01/01/2020,53,THEFT,2
271,01/01/2020,53,WEAPONS VIOLATION,1
272,01/01/2020,54,BATTERY,3
273,01/01/2020,54,CRIMINAL DAMAGE,2
274,01/01/2020,54,ROBBERY,1
275,01/01/2020,54,WEAPONS VIOLATION,1
276,01/01/2020,55,OTHER OFFENSE,1
277,01/01/2020,55,THEFT,1
278,01/01/2020,56,BATTERY,3
279,01/01/2020,56,THEFT,1
280,01/01/2020,57,OTHER OFFENSE,1
281,01/01/2020,57,THEFT,1
282,01/01/2020,58,ASSAULT,2
283,01/01/2020,58,BATTERY,6
284,01/01/2020,58,BURGLARY,2
285,01/01/2020,58,CRIMINAL DAMAGE,1
286,01/01/2020,58,THEFT,1
287,01/01/2020,59,CRIMINAL TRESPASS,1
288,01/01/2020,60,BATTERY,1
289,01/01/2020,60,CRIMINAL DAMAGE,1
290,01/01/2020,60,DECEPTIVE PRACTICE,1
291,01/01/2020,60,NARCOTICS,1
292,01/01/2020,61,BATTERY,4
293,01/01/2020,61,CRIMINAL DAMAGE,3
294,01/01/2020,61,OTHER OFFENSE,1
295,01/01/2020,61,WEAPONS VIOLATION,2
296,01/01/2020,63,ASSAULT,1
297,01/01/2020,63,BATTERY,3
298,01/01/2020,63,CRIMINAL DAMAGE,1
299,01/01/2020,63,NARCOTICS,1
300,01/01/2020,63,ROBBERY,1
301,01/01/2020,63,SEX OFFENSE,1
302,01/01/2020,63,THEFT,2
303,01/01/2020,63,WEAPONS VIOLATION,1
304,01/01/2020,64,BATTERY,1
305,01/01/2020,64,CRIMINAL DAMAGE,1
306,01/01/2020,65,ASSAULT,1
307,01/01/2020,65,BATTERY,1
308,01/01/2020,65,ROBBERY,1
309,01/01/2020,66,ASSAULT,2
310,01/01/2020,66,BATTERY,5
311,01/01/2020,66,BURGLARY,1
312,01/01/2020,66,CRIMINAL DAMAGE,3
313,01/01/2020,66,NARCOTICS,1
314,01/01/2020,66,OTHER OFFENSE,1
315,01/01/2020,66,THEFT,2
316,01/01/2020,66,WEAPONS VIOLATION,1
317,01/01/2020,67,BATTERY,3
318,01/01/2020,67,CRIMINAL DAMAGE,6
319,01/01/2020,67,NARCOTICS,1
320,01/01/2020,67,OTHER OFFENSE,1
321,01/01/2020,67,ROBBERY,2
322,01/01/2020,67,THEFT,2
323,01/01/2020,67,WEAPONS VIOLATION,2
324,01/01/2020,68,BATTERY,4
325,01/01/2020,68,CONCEALED CARRY LICENSE VIOLATION,1
326,01/01/2020,68,CRIMINAL DAMAGE,4
327,01/01/2020,68,NARCOTICS,1
328,01/01/2020,68,OFFENSE INVOLVING CHILDREN,1
329,01/01/2020,68,OTHER OFFENSE,1
330,01/01/2020,68,THEFT,2
331,01/01/2020,68,WEAPONS VIOLATION,1
332,01/01/2020,69,ASSAULT,2
333,01/01/2020,69,BATTERY,9
334,01/01/2020,69,CRIMINAL DAMAGE,3
335,01/01/2020,69,DECEPTIVE PRACTICE,2
336,01/01/2020,69,NARCOTICS,1
337,01/01/2020,69,OTHER OFFENSE,4
338,01/01/2020,69,THEFT,1
339,01/01/2020,69,WEAPONS VIOLATION,2
340,01/01/2020,70,BATTERY,1
341,01/01/2020,70,CRIMINAL DAMAGE,1
342,01/01/2020,70,THEFT,1
343,01/01/2020,70,WEAPONS VIOLATION,1
344,01/01/2020,71,ASSAULT,3
345,01/01/2020,71,BATTERY,7
346,01/01/2020,71,BURGLARY,1
347,01/01/2020,71,CRIMINAL DAMAGE,3
348,01/01/2020,71,CRIMINAL TRESPASS,1
349,01/01/2020,71,NARCOTICS,1
350,01/01/2020,71,THEFT,2
351,01/01/2020,71,WEAPONS VIOLATION,1
352,01/01/2020,72,BURGLARY,2
353,01/01/2020,72,CRIM SEXUAL ASSAULT,1
354,01/01/2020,73,ASSAULT,2
355,01/01/2020,73,BATTERY,4
356,01/01/2020,73,CRIMINAL DAMAGE,2
357,01/01/2020,73,CRIMINAL TRESPASS,2
358,01/01/2020,73,DECEPTIVE PRACTICE,2
359,01/01/2020,73,OTHER OFFENSE,1
360,01/01/2020,73,THEFT,1
361,01/01/2020,74,CRIMINAL DAMAGE,1
362,01/01/2020,74,OTHER OFFENSE,1
363,01/01/2020,75,BATTERY,1
364,01/01/2020,75,NARCOTICS,1
365,01/01/2020,75,SEX OFFENSE,1
366,01/01/2020,75,THEFT,1
367,01/01/2020,76,BATTERY,1
368,01/01/2020,77,BATTERY,3
369,01/01/2020,77,THEFT,1
370,02/01/2020,1,BATTERY,1
371,02/01/2020,1,BURGLARY,1
372,02/01/2020,1,CRIM SEXUAL ASSAULT,1
373,02/01/2020,1,CRIMINAL DAMAGE,2
374,02/01/2020,1,CRIMINAL TRESPASS,1
375,02/01/2020,1,DECEPTIVE PRACTICE,1
376,02/01/2020,1,NARCOTICS,2
377,02/01/2020,1,OTHER OFFENSE,1
378,02/01/2020,1,ROBBERY,1
379,02/01/2020,1,THEFT,1
380,02/01/2020,2,ASSAULT,1
381,02/01/2020,2,BATTERY,2
382,02/01/2020,2,CRIMINAL DAMAGE,2
383,02/01/2020,2,DECEPTIVE PRACTICE,1
384,02/01/2020,3,ASSAULT,2
385,02/01/2020,3,BATTERY,3
386,02/01/2020,3,BURGLARY,1
387,02/01/2020,3,CRIMINAL TRESPASS,1
388,02/01/2020,3,MOTOR VEHICLE THEFT,2
389,02/01/2020,3,THEFT,6
390,02/01/2020,4,CRIMINAL DAMAGE,1
391,02/01/2020,4,THEFT,2
392,02/01/2020,5,BURGLARY,1
393,02/01/2020,5,THEFT,4
394,02/01/2020,6,BATTERY,1
395,02/01/2020,6,BURGLARY,4
396,02/01/2020,6,CRIMINAL DAMAGE,2
397,02/01/2020,6,CRIMINAL TRESPASS,1
398,02/01/2020,6,DECEPTIVE PRACTICE,1
399,02/01/2020,6,OTHER OFFENSE,1
400,02/01/2020,6,ROBBERY,1
401,02/01/2020,6,THEFT,9
402,02/01/2020,7,BURGLARY,2
403,02/01/2020,7,CRIMINAL DAMAGE,1
404,02/01/2020,7,CRIMINAL TRESPASS,2
405,02/01/2020,7,THEFT,6
406,02/01/2020,8,CRIM SEXUAL ASSAULT,1
407,02/01/2020,8,CRIMINAL DAMAGE,3
408,02/01/2020,8,CRIMINAL TRESPASS,2
409,02/01/2020,8,DECEPTIVE PRACTICE,2
410,02/01/2020,8,ROBBERY,2
411,02/01/2020,8,THEFT,8
412,02/01/2020,10,THEFT,1
413,02/01/2020,11,BATTERY,1
414,02/01/2020,11,OTHER OFFENSE,1
415,02/01/2020,13,MOTOR VEHICLE THEFT,1
416,02/01/2020,13,OTHER OFFENSE,1
417,02/01/2020,13,THEFT,2
418,02/01/2020,14,ASSAULT,1
419,02/01/2020,14,BATTERY,2
420,02/01/2020,14,CRIMINAL DAMAGE,1
421,02/01/2020,14,DECEPTIVE PRACTICE,1
422,02/01/2020,14,NARCOTICS,1
423,02/01/2020,14,THEFT,1
424,02/01/2020,15,ASSAULT,1
425,02/01/2020,15,BATTERY,2
426,02/01/2020,15,CRIMINAL DAMAGE,3
427,02/01/2020,15,DECEPTIVE PRACTICE,1
428,02/01/2020,15,OTHER OFFENSE,1
429,02/01/2020,15,THEFT,1
430,02/01/2020,16,BATTERY,1
431,02/01/2020,16,BURGLARY,1
432,02/01/2020,16,CRIMINAL DAMAGE,2
433,02/01/2020,16,DECEPTIVE PRACTICE,1
434,02/01/2020,16,THEFT,2
435,02/01/2020,17,ASSAULT,1
436,02/01/2020,17,CRIMINAL DAMAGE,1
437,02/01/2020,17,DECEPTIVE PRACTICE,1
438,02/01/2020,17,OFFENSE INVOLVING CHILDREN,1
439,02/01/2020,17,THEFT,1
440,02/01/2020,19,ASSAULT,1
441,02/01/2020,19,CRIMINAL DAMAGE,2
442,02/01/2020,19,DECEPTIVE PRACTICE,3
443,02/01/2020,19,MOTOR VEHICLE THEFT,1
444,02/01/2020,19,OTHER OFFENSE,2
445,02/01/2020,19,THEFT,3
446,02/01/2020,19,WEAPONS VIOLATION,1
447,02/01/2020,20,OTHER OFFENSE,1
448,02/01/2020,21,BATTERY,1
449,02/01/2020,21,THEFT,3
450,02/01/2020,22,ASSAULT,1
451,02/01/2020,22,BATTERY,1
452,02/01/2020,22,BURGLARY,1
453,02/01/2020,22,CRIMINAL DAMAGE,4
454,02/01/2020,22,THEFT,5
455,02/01/2020,23,ASSAULT,3
456,02/01/2020,23,BATTERY,4
457,02/01/2020,23,CRIMINAL DAMAGE,3
458,02/01/2020,23,DECEPTIVE PRACTICE,1
459,02/01/2020,23,NARCOTICS,4
460,02/01/2020,23,OTHER OFFENSE,1
461,02/01/2020,23,THEFT,5
462,02/01/2020,23,WEAPONS VIOLATION,1
463,02/01/2020,24,BATTERY,1
464,02/01/2020,24,CRIMINAL DAMAGE,1
465,02/01/2020,24,DECEPTIVE PRACTICE,1
466,02/01/2020,24,MOTOR VEHICLE THEFT,1
467,02/01/2020,24,SEX OFFENSE,1
468,02/01/2020,24,THEFT,6
469,02/01/2020,25,BATTERY,9
470,02/01/2020,25,CRIM SEXUAL ASSAULT,2
471,02/01/2020,25,CRIMINAL DAMAGE,2
472,02/01/2020,25,DECEPTIVE PRACTICE,1
473,02/01/2020,25,INTERFERENCE WITH PUBLIC OFFICER,1
474,02/01/2020,25,MOTOR VEHICLE THEFT,4
475,02/01/2020,25,NARCOTICS,1
476,02/01/2020,25,OTHER OFFENSE,2
477,02/01/2020,25,ROBBERY,1
478,02/01/2020,25,THEFT,6
479,02/01/2020,25,WEAPONS VIOLATION,2
480,02/01/2020,26,ASSAULT,1
481,02/01/2020,26,BATTERY,2
482,02/01/2020,26,BURGLARY,1
483,02/01/2020,26,CRIMINAL DAMAGE,1
484,02/01/2020,26,NARCOTICS,3
485,02/01/2020,26,ROBBERY,1
486,02/01/2020,26,THEFT,1
487,02/01/2020,27,BATTERY,4
488,02/01/2020,27,CRIMINAL DAMAGE,1
489,02/01/2020,27,NARCOTICS,1
490,02/01/2020,27,ROBBERY,1
491,02/01/2020,27,THEFT,1
492,02/01/2020,28,ASSAULT,1
493,02/01/2020,28,BATTERY,1
494,02/01/2020,28,CRIMINAL TRESPASS,1
495,02/01/2020,28,DECEPTIVE PRACTICE,2
496,02/01/2020,28,MOTOR VEHICLE THEFT,2
497,02/01/2020,28,OTHER OFFENSE,1
498,02/01/2020,28,ROBBERY,1
499,02/01/2020,28,THEFT,9
500,02/01/2020,29,BATTERY,3
501,02/01/2020,29,CRIMINAL DAMAGE,1
502,02/01/2020,29,NARCOTICS,5
503,02/01/2020,29,OTHER OFFENSE,1
504,02/01/2020,29,THEFT,1
505,02/01/2020,30,ASSAULT,2
506,02/01/2020,30,BATTERY,2
507,02/01/2020,30,CRIMINAL DAMAGE,1
508,02/01/2020,30,DECEPTIVE PRACTICE,1
509,02/01/2020,30,LIQUOR LAW VIOLATION,1
510,02/01/2020,30,OTHER OFFENSE,3
511,02/01/2020,30,ROBBERY,1
512,02/01/2020,30,THEFT,4
513,02/01/2020,30,WEAPONS VIOLATION,1
514,02/01/2020,31,CRIMINAL DAMAGE,2
515,02/01/2020,31,THEFT,4
516,02/01/2020,32,BATTERY,3
517,02/01/2020,32,CRIMINAL TRESPASS,4
518,02/01/2020,32,DECEPTIVE PRACTICE,5
519,02/01/2020,32,NARCOTICS,1
520,02/01/2020,32,THEFT,12
521,02/01/2020,33,OTHER OFFENSE,1
522,02/01/2020,33,THEFT,2
523,02/01/2020,34,CRIMINAL TRESPASS,1
524,02/01/2020,34,DECEPTIVE PRACTICE,2
525,02/01/2020,34,THEFT,2
526,02/01/2020,35,BATTERY,2
527,02/01/2020,35,CRIMINAL DAMAGE,2
528,02/01/2020,35,MOTOR VEHICLE THEFT,2
529,02/01/2020,35,OTHER OFFENSE,2
530,02/01/2020,35,THEFT,1
531,02/01/2020,37,DECEPTIVE PRACTICE,1
532,02/01/2020,37,NARCOTICS,1
533,02/01/2020,37,ROBBERY,1
534,02/01/2020,38,ASSAULT,1
535,02/01/2020,38,BATTERY,1
536,02/01/2020,38,CRIMINAL TRESPASS,1
537,02/01/2020,38,NARCOTICS,1
538,02/01/2020,38,PUBLIC PEACE VIOLATION,1
539,02/01/2020,40,BATTERY,1
540,02/01/2020,40,NARCOTICS,1
541,02/01/2020,40,OTHER OFFENSE,3
542,02/01/2020,40,ROBBERY,1
543,02/01/2020,40,THEFT,2
544,02/01/2020,41,BATTERY,1
545,02/01/2020,41,OTHER OFFENSE,1
546,02/01/2020,41,THEFT,2
547,02/01/2020,42,ASSAULT,1
548,02/01/2020,42,BATTERY,1
549,02/01/2020,42,CRIMINAL DAMAGE,2
550,02/01/2020,42,MOTOR VEHICLE THEFT,1
551,02/01/2020,42,OTHER OFFENSE,1
552,02/01/2020,42,THEFT,2
553,02/01/2020,43,ASSAULT,3
554,02/01/2020,43,BATTERY,7
555,02/01/2020,43,BURGLARY,4
556,02/01/2020,43,CRIMINAL DAMAGE,4
557,02/01/2020,43,CRIMINAL TRESPASS,2
558,02/01/2020,43,DECEPTIVE PRACTICE,1
559,02/01/2020,43,HOMICIDE,2
560,02/01/2020,43,INTERFERENCE WITH PUBLIC OFFICER,1
561,02/01/2020,43,NARCOTICS,1
562,02/01/2020,43,OFFENSE INVOLVING CHILDREN,1
563,02/01/2020,43,OTHER OFFENSE,2
564,02/01/2020,43,PUBLIC PEACE VIOLATION,1
565,02/01/2020,43,ROBBERY,2
566,02/01/2020,43,THEFT,4
567,02/01/2020,43,WEAPONS VIOLATION,5
568,02/01/2020,44,BATTERY,3
569,02/01/2020,44,CRIMINAL DAMAGE,2
570,02/01/2020,44,CRIMINAL TRESPASS,1
571,02/01/2020,44,DECEPTIVE PRACTICE,1
572,02/01/2020,44,HOMICIDE,1
573,02/01/2020,44,OTHER OFFENSE,1
574,02/01/2020,44,ROBBERY,1
575,02/01/2020,44,WEAPONS VIOLATION,1
576,02/01/2020,45,ASSAULT,1
577,02/01/2020,45,BATTERY,1
578,02/01/2020,45,CRIMINAL DAMAGE,1
579,02/01/2020,46,BATTERY,3
580,02/01/2020,46,OTHER OFFENSE,1
581,02/01/2020,46,THEFT,1
582,02/01/2020,46,WEAPONS VIOLATION,1
583,02/01/2020,47,CRIMINAL DAMAGE,1
584,02/01/2020,47,THEFT,1
585,02/01/2020,48,ASSAULT,1
586,02/01/2020,48,BATTERY,2
587,02/01/2020,49,ASSAULT,1
588,02/01/2020,49,BATTERY,3
589,02/01/2020,49,BURGLARY,1
590,02/01/2020,49,CRIMINAL DAMAGE,1
591,02/01/2020,49,DECEPTIVE PRACTICE,1
592,02/01/2020,49,NARCOTICS,2
593,02/01/2020,49,OTHER OFFENSE,3
594,02/01/2020,49,THEFT,1
595,02/01/2020,50,INTERFERENCE WITH PUBLIC OFFICER,1
596,02/01/2020,50,MOTOR VEHICLE THEFT,1
597,02/01/2020,50,OTHER OFFENSE,1
598,02/01/2020,50,THEFT,2
599,02/01/2020,51,BATTERY,5
600,02/01/2020,51,THEFT,1
601,02/01/2020,51,WEAPONS VIOLATION,1
602,02/01/2020,52,MOTOR VEHICLE THEFT,2
603,02/01/2020,52,OTHER OFFENSE,1
