,Date,Community Area,Primary Type,Number
4321,13/01/2020,44,DECEPTIVE PRACTICE,1
4322,13/01/2020,44,NARCOTICS,1
4323,13/01/2020,44,OFFENSE INVOLVING CHILDREN,1
4324,13/01/2020,44,ROBBERY,2
4325,13/01/2020,44,THEFT,2
4326,13/01/2020,44,WEAPONS VIOLATION,1
4327,13/01/2020,45,BATTERY,1
4328,13/01/2020,45,DECEPTIVE PRACTICE,1
4329,13/01/2020,45,THEFT,1
4330,13/01/2020,46,BATTERY,1
4331,13/01/2020,46,CRIMINAL DAMAGE,2
4332,13/01/2020,46,OTHER OFFENSE,1
4333,13/01/2020,46,THEFT,2
4334,13/01/2020,46,WEAPONS VIOLATION,2
4335,13/01/2020,48,BATTERY,1
4336,13/01/2020,48,CRIMINAL DAMAGE,1
4337,13/01/2020,48,SEX OFFENSE,1
4338,13/01/2020,48,THEFT,2
4339,13/01/2020,49,ASSAULT,2
4340,13/01/2020,49,BATTERY,3
4341,13/01/2020,49,BURGLARY,1
4342,13/01/2020,49,CRIMINAL DAMAGE,3
4343,13/01/2020,49,DECEPTIVE PRACTICE,1
4344,13/01/2020,49,MOTOR VEHICLE THEFT,1
4345,13/01/2020,49,OTHER OFFENSE,2
4346,13/01/2020,49,THEFT,3
4347,13/01/2020,49,WEAPONS VIOLATION,1
4348,13/01/2020,50,ASSAULT,1
4349,13/01/2020,50,BATTERY,1
4350,13/01/2020,50,OTHER OFFENSE,1
4351,13/01/2020,51,ASSAULT,1
4352,13/01/2020,51,OTHER OFFENSE,2
4353,13/01/2020,52,CRIMINAL DAMAGE,1
4354,13/01/2020,53,ASSAULT,2
4355,13/01/2020,53,BATTERY,3
4356,13/01/2020,53,BURGLARY,2
4357,13/01/2020,53,DECEPTIVE PRACTICE,2
4358,13/01/2020,53,NARCOTICS,1
4359,13/01/2020,53,OTHER OFFENSE,2
4360,13/01/2020,53,THEFT,2
4361,13/01/2020,54,OTHER OFFENSE,1
4362,13/01/2020,54,WEAPONS VIOLATION,1
4363,13/01/2020,55,MOTOR VEHICLE THEFT,1
4364,13/01/2020,56,BATTERY,1
4365,13/01/2020,56,DECEPTIVE PRACTICE,1
4366,13/01/2020,56,OTHER OFFENSE,1
4367,13/01/2020,56,WEAPONS VIOLATION,1
4368,13/01/2020,57,BATTERY,1
4369,13/01/2020,58,ARSON,1
4370,13/01/2020,58,BATTERY,2
4371,13/01/2020,58,BURGLARY,1
4372,13/01/2020,58,CRIMINAL DAMAGE,2
4373,13/01/2020,58,DECEPTIVE PRACTICE,1
4374,13/01/2020,58,ROBBERY,1
4375,13/01/2020,58,THEFT,2
4376,13/01/2020,59,CRIMINAL DAMAGE,1
4377,13/01/2020,59,OFFENSE INVOLVING CHILDREN,1
4378,13/01/2020,60,ASSAULT,1
4379,13/01/2020,60,BATTERY,1
4380,13/01/2020,61,BATTERY,2
4381,13/01/2020,61,CRIMINAL DAMAGE,1
4382,13/01/2020,61,MOTOR VEHICLE THEFT,1
4383,13/01/2020,61,OTHER OFFENSE,1
4384,13/01/2020,61,THEFT,4
4385,13/01/2020,63,ASSAULT,1
4386,13/01/2020,63,BATTERY,2
4387,13/01/2020,63,CRIMINAL DAMAGE,2
4388,13/01/2020,63,OTHER OFFENSE,2
4389,13/01/2020,63,THEFT,1
4390,13/01/2020,64,OTHER OFFENSE,1
4391,13/01/2020,64,ROBBERY,1
4392,13/01/2020,65,ASSAULT,1
4393,13/01/2020,65,DECEPTIVE PRACTICE,1
4394,13/01/2020,65,OTHER OFFENSE,1
4395,13/01/2020,66,ASSAULT,2
4396,13/01/2020,66,BATTERY,2
4397,13/01/2020,66,CRIMINAL DAMAGE,3
4398,13/01/2020,66,CRIMINAL TRESPASS,1
4399,13/01/2020,66,DECEPTIVE PRACTICE,2
4400,13/01/2020,66,MOTOR VEHICLE THEFT,1
4401,13/01/2020,66,OTHER OFFENSE,1
4402,13/01/2020,66,ROBBERY,2
4403,13/01/2020,66,SEX OFFENSE,1
4404,13/01/2020,66,THEFT,2
4405,13/01/2020,67,ASSAULT,4
4406,13/01/2020,67,BATTERY,1
4407,13/01/2020,67,BURGLARY,2
4408,13/01/2020,67,CRIMINAL DAMAGE,3
4409,13/01/2020,67,CRIMINAL TRESPASS,1
4410,13/01/2020,67,MOTOR VEHICLE THEFT,1
4411,13/01/2020,67,NARCOTICS,1
4412,13/01/2020,67,OTHER OFFENSE,1
4413,13/01/2020,67,ROBBERY,1
4414,13/01/2020,67,THEFT,8
4415,13/01/2020,68,ASSAULT,3
4416,13/01/2020,68,BATTERY,6
4417,13/01/2020,68,BURGLARY,1
4418,13/01/2020,68,CRIM SEXUAL ASSAULT,1
4419,13/01/2020,68,CRIMINAL DAMAGE,4
4420,13/01/2020,68,MOTOR VEHICLE THEFT,1
4421,13/01/2020,68,OTHER OFFENSE,1
4422,13/01/2020,68,ROBBERY,1
4423,13/01/2020,68,THEFT,2
4424,13/01/2020,68,WEAPONS VIOLATION,2
4425,13/01/2020,69,ASSAULT,4
4426,13/01/2020,69,BATTERY,7
4427,13/01/2020,69,BURGLARY,2
4428,13/01/2020,69,CRIMINAL DAMAGE,1
4429,13/01/2020,69,CRIMINAL TRESPASS,1
4430,13/01/2020,69,MOTOR VEHICLE THEFT,1
4431,13/01/2020,69,OTHER OFFENSE,3
4432,13/01/2020,69,THEFT,2
4433,13/01/2020,69,WEAPONS VIOLATION,2
4434,13/01/2020,70,ASSAULT,2
4435,13/01/2020,70,DECEPTIVE PRACTICE,1
4436,13/01/2020,70,OTHER OFFENSE,1
4437,13/01/2020,70,SEX OFFENSE,1
4438,13/01/2020,70,THEFT,2
4439,13/01/2020,71,BATTERY,7
4440,13/01/2020,71,CRIM SEXUAL ASSAULT,1
4441,13/01/2020,71,CRIMINAL DAMAGE,3
4442,13/01/2020,71,DECEPTIVE PRACTICE,3
4443,13/01/2020,71,OTHER OFFENSE,4
4444,13/01/2020,71,THEFT,4
4445,13/01/2020,71,WEAPONS VIOLATION,1
4446,13/01/2020,73,CRIMINAL DAMAGE,3
4447,13/01/2020,73,DECEPTIVE PRACTICE,1
4448,13/01/2020,73,OTHER OFFENSE,2
4449,13/01/2020,73,THEFT,2
4450,13/01/2020,75,BATTERY,2
4451,13/01/2020,75,BURGLARY,1
4452,13/01/2020,75,CRIMINAL DAMAGE,1
4453,13/01/2020,75,MOTOR VEHICLE THEFT,1
4454,13/01/2020,75,THEFT,2
4455,13/01/2020,76,ASSAULT,2
4456,13/01/2020,76,CRIMINAL TRESPASS,1
4457,13/01/2020,76,MOTOR VEHICLE THEFT,1
4458,13/01/2020,76,NARCOTICS,1
4459,13/01/2020,77,BATTERY,2
4460,13/01/2020,77,DECEPTIVE PRACTICE,1
4461,13/01/2020,77,OTHER OFFENSE,1
4462,13/01/2020,77,ROBBERY,1
4463,13/01/2020,77,THEFT,1
4464,14/01/2020,1,ASSAULT,1
4465,14/01/2020,1,CRIMINAL DAMAGE,3
4466,14/01/2020,1,CRIMINAL TRESPASS,3
4467,14/01/2020,1,OTHER OFFENSE,1
4468,14/01/2020,1,THEFT,7
4469,14/01/2020,2,ASSAULT,1
4470,14/01/2020,2,BATTERY,1
4471,14/01/2020,2,BURGLARY,1
4472,14/01/2020,2,CRIMINAL DAMAGE,2
4473,14/01/2020,2,CRIMINAL TRESPASS,1
4474,14/01/2020,2,DECEPTIVE PRACTICE,1
4475,14/01/2020,2,MOTOR VEHICLE THEFT,2
4476,14/01/2020,2,NARCOTICS,1
4477,14/01/2020,2,OTHER OFFENSE,1
4478,14/01/2020,2,THEFT,1
4479,14/01/2020,3,ASSAULT,1
4480,14/01/2020,3,BURGLARY,1
4481,14/01/2020,3,CRIM SEXUAL ASSAULT,1
4482,14/01/2020,3,DECEPTIVE PRACTICE,3
4483,14/01/2020,3,SEX OFFENSE,1
4484,14/01/2020,3,THEFT,2
4485,14/01/2020,4,ASSAULT,2
4486,14/01/2020,4,BATTERY,4
4487,14/01/2020,4,CRIMINAL TRESPASS,2
4488,14/01/2020,4,THEFT,3
4489,14/01/2020,5,LIQUOR LAW VIOLATION,1
4490,14/01/2020,5,NARCOTICS,1
4491,14/01/2020,5,THEFT,1
4492,14/01/2020,6,ASSAULT,1
4493,14/01/2020,6,BATTERY,1
4494,14/01/2020,6,THEFT,2
4495,14/01/2020,7,BURGLARY,2
4496,14/01/2020,7,DECEPTIVE PRACTICE,1
4497,14/01/2020,7,ROBBERY,1
4498,14/01/2020,7,THEFT,5
4499,14/01/2020,8,BATTERY,2
4500,14/01/2020,8,CRIMINAL TRESPASS,2
4501,14/01/2020,8,DECEPTIVE PRACTICE,3
4502,14/01/2020,8,MOTOR VEHICLE THEFT,1
4503,14/01/2020,8,NARCOTICS,1
4504,14/01/2020,8,OTHER OFFENSE,1
4505,14/01/2020,8,ROBBERY,1
4506,14/01/2020,8,THEFT,14
4507,14/01/2020,11,BURGLARY,1
4508,14/01/2020,11,DECEPTIVE PRACTICE,2
4509,14/01/2020,11,THEFT,1
4510,14/01/2020,13,MOTOR VEHICLE THEFT,1
4511,14/01/2020,13,THEFT,1
4512,14/01/2020,14,ASSAULT,1
4513,14/01/2020,14,BATTERY,2
4514,14/01/2020,14,CRIMINAL TRESPASS,1
4515,14/01/2020,14,THEFT,1
4516,14/01/2020,15,BATTERY,1
4517,14/01/2020,15,DECEPTIVE PRACTICE,1
4518,14/01/2020,15,MOTOR VEHICLE THEFT,1
4519,14/01/2020,15,ROBBERY,1
4520,14/01/2020,15,THEFT,5
4521,14/01/2020,16,BATTERY,2
4522,14/01/2020,16,CRIMINAL TRESPASS,1
4523,14/01/2020,16,HOMICIDE,1
4524,14/01/2020,16,OTHER OFFENSE,2
4525,14/01/2020,16,THEFT,2
4526,14/01/2020,17,ASSAULT,1
4527,14/01/2020,17,CRIMINAL DAMAGE,1
4528,14/01/2020,17,THEFT,2
4529,14/01/2020,19,ASSAULT,1
4530,14/01/2020,19,BATTERY,1
4531,14/01/2020,19,CRIMINAL TRESPASS,1
4532,14/01/2020,19,DECEPTIVE PRACTICE,1
4533,14/01/2020,19,NARCOTICS,1
4534,14/01/2020,19,THEFT,6
4535,14/01/2020,20,BATTERY,1
4536,14/01/2020,20,MOTOR VEHICLE THEFT,2
4537,14/01/2020,20,THEFT,1
4538,14/01/2020,21,DECEPTIVE PRACTICE,1
4539,14/01/2020,21,OTHER OFFENSE,1
4540,14/01/2020,21,THEFT,3
4541,14/01/2020,22,ASSAULT,1
4542,14/01/2020,22,BATTERY,4
4543,14/01/2020,22,BURGLARY,1
4544,14/01/2020,22,CRIMINAL DAMAGE,1
4545,14/01/2020,22,INTIMIDATION,1
4546,14/01/2020,22,NARCOTICS,1
4547,14/01/2020,22,OTHER OFFENSE,1
4548,14/01/2020,22,PUBLIC PEACE VIOLATION,1
4549,14/01/2020,22,THEFT,3
4550,14/01/2020,22,WEAPONS VIOLATION,1
4551,14/01/2020,23,ASSAULT,2
4552,14/01/2020,23,BATTERY,4
4553,14/01/2020,23,CRIMINAL DAMAGE,1
4554,14/01/2020,23,CRIMINAL TRESPASS,1
4555,14/01/2020,23,HOMICIDE,1
4556,14/01/2020,23,MOTOR VEHICLE THEFT,1
4557,14/01/2020,23,NARCOTICS,4
4558,14/01/2020,23,ROBBERY,1
4559,14/01/2020,23,THEFT,5
4560,14/01/2020,23,WEAPONS VIOLATION,1
4561,14/01/2020,24,BATTERY,2
4562,14/01/2020,24,BURGLARY,1
4563,14/01/2020,24,DECEPTIVE PRACTICE,1
4564,14/01/2020,24,SEX OFFENSE,1
4565,14/01/2020,24,THEFT,7
4566,14/01/2020,25,ASSAULT,3
4567,14/01/2020,25,BATTERY,9
4568,14/01/2020,25,CRIM SEXUAL ASSAULT,1
4569,14/01/2020,25,CRIMINAL DAMAGE,2
4570,14/01/2020,25,CRIMINAL TRESPASS,1
4571,14/01/2020,25,DECEPTIVE PRACTICE,1
4572,14/01/2020,25,NARCOTICS,6
4573,14/01/2020,25,OTHER OFFENSE,3
4574,14/01/2020,25,PUBLIC PEACE VIOLATION,1
4575,14/01/2020,25,ROBBERY,2
4576,14/01/2020,25,SEX OFFENSE,1
4577,14/01/2020,25,THEFT,4
4578,14/01/2020,26,ARSON,1
4579,14/01/2020,26,ASSAULT,1
4580,14/01/2020,26,BATTERY,4
4581,14/01/2020,26,NARCOTICS,5
4582,14/01/2020,26,ROBBERY,1
4583,14/01/2020,26,THEFT,1
4584,14/01/2020,27,ASSAULT,3
4585,14/01/2020,27,BATTERY,2
4586,14/01/2020,27,CRIMINAL DAMAGE,1
4587,14/01/2020,27,NARCOTICS,5
4588,14/01/2020,27,OTHER OFFENSE,1
4589,14/01/2020,27,THEFT,1
4590,14/01/2020,28,BATTERY,3
4591,14/01/2020,28,CRIMINAL DAMAGE,1
4592,14/01/2020,28,DECEPTIVE PRACTICE,4
4593,14/01/2020,28,NARCOTICS,1
4594,14/01/2020,28,OFFENSE INVOLVING CHILDREN,1
4595,14/01/2020,28,OTHER OFFENSE,5
4596,14/01/2020,28,ROBBERY,1
4597,14/01/2020,28,THEFT,8
4598,14/01/2020,29,ASSAULT,2
4599,14/01/2020,29,BATTERY,8
4600,14/01/2020,29,CRIMINAL DAMAGE,2
4601,14/01/2020,29,CRIMINAL TRESPASS,1
4602,14/01/2020,29,MOTOR VEHICLE THEFT,3
4603,14/01/2020,29,NARCOTICS,2
4604,14/01/2020,29,OTHER OFFENSE,1
4605,14/01/2020,29,THEFT,4
4606,14/01/2020,30,ASSAULT,2
4607,14/01/2020,30,BATTERY,1
4608,14/01/2020,30,DECEPTIVE PRACTICE,1
4609,14/01/2020,30,NARCOTICS,1
4610,14/01/2020,30,OTHER OFFENSE,1
4611,14/01/2020,30,WEAPONS VIOLATION,1
4612,14/01/2020,31,ASSAULT,1
4613,14/01/2020,31,THEFT,5
4614,14/01/2020,32,ASSAULT,1
4615,14/01/2020,32,BATTERY,1
4616,14/01/2020,32,CRIMINAL DAMAGE,2
4617,14/01/2020,32,CRIMINAL TRESPASS,1
4618,14/01/2020,32,DECEPTIVE PRACTICE,3
4619,14/01/2020,32,THEFT,16
4620,14/01/2020,33,BATTERY,1
4621,14/01/2020,33,CRIMINAL DAMAGE,1
4622,14/01/2020,33,DECEPTIVE PRACTICE,2
4623,14/01/2020,33,THEFT,3
4624,14/01/2020,34,BATTERY,1
4625,14/01/2020,34,BURGLARY,1
4626,14/01/2020,34,ROBBERY,1
4627,14/01/2020,34,THEFT,1
4628,14/01/2020,35,ASSAULT,1
4629,14/01/2020,35,BATTERY,3
4630,14/01/2020,35,CRIMINAL DAMAGE,1
4631,14/01/2020,35,THEFT,1
4632,14/01/2020,36,OTHER OFFENSE,1
4633,14/01/2020,37,THEFT,1
4634,14/01/2020,38,ASSAULT,1
4635,14/01/2020,38,BATTERY,2
4636,14/01/2020,38,BURGLARY,1
4637,14/01/2020,38,CRIMINAL DAMAGE,2
4638,14/01/2020,38,DECEPTIVE PRACTICE,1
4639,14/01/2020,38,THEFT,2
4640,14/01/2020,39,BATTERY,1
4641,14/01/2020,39,OTHER OFFENSE,1
4642,14/01/2020,40,ASSAULT,1
4643,14/01/2020,40,BATTERY,3
4644,14/01/2020,40,NARCOTICS,3
4645,14/01/2020,41,ASSAULT,1
4646,14/01/2020,41,DECEPTIVE PRACTICE,1
4647,14/01/2020,41,MOTOR VEHICLE THEFT,1
4648,14/01/2020,41,OTHER OFFENSE,2
4649,14/01/2020,41,THEFT,1
4650,14/01/2020,42,ASSAULT,3
4651,14/01/2020,42,BATTERY,3
4652,14/01/2020,42,CRIMINAL DAMAGE,1
4653,14/01/2020,42,THEFT,1
4654,14/01/2020,43,ASSAULT,1
4655,14/01/2020,43,BATTERY,2
4656,14/01/2020,43,BURGLARY,1
4657,14/01/2020,43,CRIMINAL DAMAGE,3
4658,14/01/2020,43,CRIMINAL TRESPASS,1
4659,14/01/2020,43,DECEPTIVE PRACTICE,2
4660,14/01/2020,43,MOTOR VEHICLE THEFT,2
4661,14/01/2020,43,NARCOTICS,2
4662,14/01/2020,43,OTHER OFFENSE,2
4663,14/01/2020,43,ROBBERY,1
4664,14/01/2020,43,THEFT,4
4665,14/01/2020,44,ASSAULT,1
4666,14/01/2020,44,BATTERY,2
4667,14/01/2020,44,BURGLARY,1
4668,14/01/2020,44,MOTOR VEHICLE THEFT,1
4669,14/01/2020,44,NARCOTICS,1
4670,14/01/2020,44,OTHER OFFENSE,1
4671,14/01/2020,44,THEFT,5
4672,14/01/2020,45,ASSAULT,1
4673,14/01/2020,45,BATTERY,1
4674,14/01/2020,45,DECEPTIVE PRACTICE,1
4675,14/01/2020,45,SEX OFFENSE,1
4676,14/01/2020,45,THEFT,1
4677,14/01/2020,46,BATTERY,2
4678,14/01/2020,46,BURGLARY,1
4679,14/01/2020,46,CRIMINAL DAMAGE,1
4680,14/01/2020,46,CRIMINAL TRESPASS,1
4681,14/01/2020,46,DECEPTIVE PRACTICE,1
4682,14/01/2020,46,OFFENSE INVOLVING CHILDREN,1
4683,14/01/2020,46,OTHER OFFENSE,2
4684,14/01/2020,46,THEFT,3
4685,14/01/2020,47,ASSAULT,1
4686,14/01/2020,47,OTHER OFFENSE,1
4687,14/01/2020,49,ASSAULT,2
4688,14/01/2020,49,BATTERY,2
4689,14/01/2020,49,CRIMINAL DAMAGE,2
4690,14/01/2020,49,CRIMINAL TRESPASS,2
4691,14/01/2020,49,DECEPTIVE PRACTICE,2
4692,14/01/2020,49,MOTOR VEHICLE THEFT,1
4693,14/01/2020,49,OTHER OFFENSE,3
4694,14/01/2020,49,PUBLIC PEACE VIOLATION,1
4695,14/01/2020,49,THEFT,2
4696,14/01/2020,49,WEAPONS VIOLATION,1
4697,14/01/2020,50,OTHER OFFENSE,1
4698,14/01/2020,51,BATTERY,1
4699,14/01/2020,51,CRIMINAL DAMAGE,1
4700,14/01/2020,51,THEFT,2
4701,14/01/2020,53,BATTERY,1
4702,14/01/2020,53,BURGLARY,1
4703,14/01/2020,53,CRIMINAL DAMAGE,1
4704,14/01/2020,53,MOTOR VEHICLE THEFT,2
4705,14/01/2020,53,OTHER OFFENSE,2
4706,14/01/2020,53,ROBBERY,1
4707,14/01/2020,53,THEFT,2
4708,14/01/2020,54,BATTERY,1
4709,14/01/2020,54,DECEPTIVE PRACTICE,1
4710,14/01/2020,54,OFFENSE INVOLVING CHILDREN,1
4711,14/01/2020,54,OTHER OFFENSE,2
4712,14/01/2020,55,MOTOR VEHICLE THEFT,2
4713,14/01/2020,56,ASSAULT,1
4714,14/01/2020,57,OTHER OFFENSE,1
4715,14/01/2020,57,ROBBERY,1
4716,14/01/2020,58,ASSAULT,1
4717,14/01/2020,58,BATTERY,2
4718,14/01/2020,58,BURGLARY,1
4719,14/01/2020,58,CRIMINAL TRESPASS,1
4720,14/01/2020,58,NARCOTICS,1
4721,14/01/2020,58,OTHER OFFENSE,1
4722,14/01/2020,58,THEFT,2
4723,14/01/2020,58,WEAPONS VIOLATION,1
4724,14/01/2020,59,ASSAULT,1
4725,14/01/2020,59,CRIMINAL DAMAGE,1
4726,14/01/2020,59,OTHER OFFENSE,1
4727,14/01/2020,60,CRIMINAL DAMAGE,1
4728,14/01/2020,60,OTHER OFFENSE,1
4729,14/01/2020,61,BATTERY,1
4730,14/01/2020,61,BURGLARY,1
4731,14/01/2020,61,CRIMINAL DAMAGE,2
4732,14/01/2020,61,DECEPTIVE PRACTICE,2
4733,14/01/2020,61,THEFT,2
4734,14/01/2020,62,PUBLIC PEACE VIOLATION,1
4735,14/01/2020,62,THEFT,1
4736,14/01/2020,63,BATTERY,1
4737,14/01/2020,63,MOTOR VEHICLE THEFT,1
4738,14/01/2020,63,SEX OFFENSE,1
4739,14/01/2020,63,THEFT,2
4740,14/01/2020,64,ASSAULT,1
4741,14/01/2020,65,OTHER OFFENSE,1
4742,14/01/2020,66,ASSAULT,2
4743,14/01/2020,66,BATTERY,2
4744,14/01/2020,66,BURGLARY,1
4745,14/01/2020,66,CRIMINAL DAMAGE,1
4746,14/01/2020,66,DECEPTIVE PRACTICE,1
4747,14/01/2020,66,MOTOR VEHICLE THEFT,1
4748,14/01/2020,66,NARCOTICS,1
4749,14/01/2020,66,OTHER OFFENSE,2
4750,14/01/2020,66,PUBLIC PEACE VIOLATION,1
4751,14/01/2020,66,THEFT,1
4752,14/01/2020,66,WEAPONS VIOLATION,1
4753,14/01/2020,67,ASSAULT,1
4754,14/01/2020,67,BATTERY,2
4755,14/01/2020,67,CRIMINAL DAMAGE,5
4756,14/01/2020,67,CRIMINAL TRESPASS,2
4757,14/01/2020,67,NARCOTICS,1
4758,14/01/2020,67,OTHER OFFENSE,1
4759,14/01/2020,67,ROBBERY,1
4760,14/01/2020,67,THEFT,2
4761,14/01/2020,67,WEAPONS VIOLATION,2
4762,14/01/2020,68,ASSAULT,2
4763,14/01/2020,68,BATTERY,3
4764,14/01/2020,68,CRIMINAL DAMAGE,2
4765,14/01/2020,68,CRIMINAL TRESPASS,1
4766,14/01/2020,68,DECEPTIVE PRACTICE,1
4767,14/01/2020,68,INTERFERENCE WITH PUBLIC OFFICER,1
4768,14/01/2020,68,OTHER OFFENSE,4
4769,14/01/2020,68,THEFT,1
4770,14/01/2020,68,WEAPONS VIOLATION,1
4771,14/01/2020,69,BATTERY,3
4772,14/01/2020,69,CRIMINAL DAMAGE,2
4773,14/01/2020,69,CRIMINAL TRESPASS,1
4774,14/01/2020,69,NARCOTICS,1
4775,14/01/2020,69,OFFENSE INVOLVING CHILDREN,1
4776,14/01/2020,69,OTHER OFFENSE,1
4777,14/01/2020,69,THEFT,1
4778,14/01/2020,69,WEAPONS VIOLATION,1
4779,14/01/2020,70,ASSAULT,1
4780,14/01/2020,70,BATTERY,1
4781,14/01/2020,70,CRIMINAL DAMAGE,1
4782,14/01/2020,70,THEFT,2
4783,14/01/2020,71,ASSAULT,4
4784,14/01/2020,71,BATTERY,6
4785,14/01/2020,71,BURGLARY,4
4786,14/01/2020,71,CRIM SEXUAL ASSAULT,1
4787,14/01/2020,71,CRIMINAL DAMAGE,2
4788,14/01/2020,71,CRIMINAL TRESPASS,1
4789,14/01/2020,71,DECEPTIVE PRACTICE,2
4790,14/01/2020,71,INTERFERENCE WITH PUBLIC OFFICER,1
4791,14/01/2020,71,NARCOTICS,3
4792,14/01/2020,71,OFFENSE INVOLVING CHILDREN,1
4793,14/01/2020,71,OTHER OFFENSE,1
4794,14/01/2020,71,ROBBERY,1
4795,14/01/2020,71,THEFT,3
4796,14/01/2020,71,WEAPONS VIOLATION,2
4797,14/01/2020,72,BATTERY,1
4798,14/01/2020,72,CRIMINAL DAMAGE,2
4799,14/01/2020,72,DECEPTIVE PRACTICE,1
4800,14/01/2020,72,OTHER OFFENSE,1
4801,14/01/2020,72,THEFT,1
4802,14/01/2020,73,BATTERY,1
4803,14/01/2020,73,CRIMINAL TRESPASS,1
4804,14/01/2020,73,THEFT,1
4805,14/01/2020,74,OTHER OFFENSE,1
4806,14/01/2020,75,ASSAULT,1
4807,14/01/2020,75,BURGLARY,1
4808,14/01/2020,75,CRIMINAL DAMAGE,1
4809,14/01/2020,75,DECEPTIVE PRACTICE,1
4810,14/01/2020,75,INTERFERENCE WITH PUBLIC OFFICER,1
4811,14/01/2020,75,OTHER OFFENSE,1
4812,14/01/2020,75,THEFT,2
4813,14/01/2020,76,BATTERY,2
4814,14/01/2020,76,OTHER OFFENSE,1
4815,14/01/2020,76,THEFT,2
4816,14/01/2020,77,ASSAULT,1
4817,14/01/2020,77,BURGLARY,1
4818,14/01/2020,77,SEX OFFENSE,1
4819,14/01/2020,77,THEFT,3
4820,15/01/2020,1,ASSAULT,1
4821,15/01/2020,1,BATTERY,1
4822,15/01/2020,1,BURGLARY,1
4823,15/01/2020,1,CRIMINAL DAMAGE,4
4824,15/01/2020,1,CRIMINAL TRESPASS,1
4825,15/01/2020,1,DECEPTIVE PRACTICE,2
4826,15/01/2020,1,OTHER OFFENSE,1
4827,15/01/2020,1,THEFT,3
4828,15/01/2020,2,ASSAULT,4
4829,15/01/2020,2,BATTERY,2
4830,15/01/2020,2,BURGLARY,1
4831,15/01/2020,2,CRIM SEXUAL ASSAULT,1
4832,15/01/2020,2,CRIMINAL DAMAGE,2
4833,15/01/2020,2,DECEPTIVE PRACTICE,1
4834,15/01/2020,3,ASSAULT,2
4835,15/01/2020,3,CRIMINAL TRESPASS,1
4836,15/01/2020,3,DECEPTIVE PRACTICE,2
4837,15/01/2020,3,MOTOR VEHICLE THEFT,1
4838,15/01/2020,3,THEFT,1
4839,15/01/2020,4,CRIM SEXUAL ASSAULT,1
4840,15/01/2020,4,CRIMINAL DAMAGE,1
4841,15/01/2020,4,DECEPTIVE PRACTICE,1
4842,15/01/2020,4,THEFT,1
4843,15/01/2020,5,DECEPTIVE PRACTICE,1
4844,15/01/2020,6,CRIMINAL DAMAGE,1
4845,15/01/2020,6,CRIMINAL TRESPASS,1
4846,15/01/2020,6,PUBLIC PEACE VIOLATION,1
4847,15/01/2020,6,THEFT,3
4848,15/01/2020,7,ASSAULT,1
4849,15/01/2020,7,BATTERY,1
4850,15/01/2020,7,CRIMINAL DAMAGE,2
4851,15/01/2020,7,DECEPTIVE PRACTICE,3
4852,15/01/2020,7,MOTOR VEHICLE THEFT,1
4853,15/01/2020,7,OTHER OFFENSE,1
4854,15/01/2020,7,ROBBERY,1
4855,15/01/2020,7,SEX OFFENSE,2
4856,15/01/2020,7,THEFT,2
4857,15/01/2020,8,ASSAULT,3
4858,15/01/2020,8,CRIM SEXUAL ASSAULT,1
4859,15/01/2020,8,CRIMINAL DAMAGE,1
4860,15/01/2020,8,DECEPTIVE PRACTICE,3
4861,15/01/2020,8,MOTOR VEHICLE THEFT,3
4862,15/01/2020,8,NARCOTICS,1
4863,15/01/2020,8,OTHER OFFENSE,1
4864,15/01/2020,8,ROBBERY,1
4865,15/01/2020,8,THEFT,10
4866,15/01/2020,9,BURGLARY,1
4867,15/01/2020,10,BURGLARY,1
4868,15/01/2020,11,BATTERY,1
4869,15/01/2020,11,BURGLARY,1
4870,15/01/2020,11,CRIMINAL DAMAGE,1
4871,15/01/2020,11,CRIMINAL TRESPASS,1
4872,15/01/2020,11,NARCOTICS,1
4873,15/01/2020,13,CRIMINAL DAMAGE,1
4874,15/01/2020,14,ASSAULT,1
4875,15/01/2020,14,BATTERY,1
4876,15/01/2020,14,MOTOR VEHICLE THEFT,1
4877,15/01/2020,14,OFFENSE INVOLVING CHILDREN,1
4878,15/01/2020,14,PUBLIC PEACE VIOLATION,1
4879,15/01/2020,15,BATTERY,5
4880,15/01/2020,15,BURGLARY,1
4881,15/01/2020,15,CRIMINAL DAMAGE,1
4882,15/01/2020,15,OBSCENITY,1
4883,15/01/2020,15,THEFT,4
4884,15/01/2020,16,BATTERY,4
4885,15/01/2020,16,CRIMINAL DAMAGE,1
4886,15/01/2020,16,CRIMINAL TRESPASS,1
4887,15/01/2020,16,THEFT,1
4888,15/01/2020,19,ASSAULT,2
4889,15/01/2020,19,BATTERY,1
4890,15/01/2020,19,CRIMINAL TRESPASS,1
4891,15/01/2020,19,DECEPTIVE PRACTICE,1
4892,15/01/2020,19,NARCOTICS,1
4893,15/01/2020,19,OTHER OFFENSE,1
4894,15/01/2020,19,ROBBERY,1
4895,15/01/2020,19,THEFT,4
4896,15/01/2020,20,NARCOTICS,1
4897,15/01/2020,20,THEFT,1
4898,15/01/2020,21,ASSAULT,1
4899,15/01/2020,21,BATTERY,1
4900,15/01/2020,21,CRIMINAL DAMAGE,1
4901,15/01/2020,21,CRIMINAL TRESPASS,1
4902,15/01/2020,21,MOTOR VEHICLE THEFT,1
4903,15/01/2020,21,THEFT,1
4904,15/01/2020,22,ASSAULT,3
