,Date,Community Area,Primary Type,Number
1204,11/06/2001,77,THEFT,1
1205,12/06/2001,19,DECEPTIVE PRACTICE,1
1206,12/06/2001,24,THEFT,1
1207,12/06/2001,38,THEFT,1
1208,12/06/2001,69,HOMICIDE,1
1209,13/06/2001,21,THEFT,1
1210,13/06/2001,23,BATTERY,1
1211,13/06/2001,23,THEFT,1
1212,13/06/2001,29,THEFT,1
1213,13/06/2001,42,THEFT,1
1214,14/06/2001,1,MOTOR VEHICLE THEFT,1
1215,14/06/2001,11,CRIM SEXUAL ASSAULT,1
1216,14/06/2001,23,HOMICIDE,1
1217,14/06/2001,25,HOMICIDE,1
1218,14/06/2001,43,HOMICIDE,1
1219,14/06/2001,58,DECEPTIVE PRACTICE,1
1220,14/06/2001,61,OTHER OFFENSE,1
1221,14/06/2001,71,THEFT,1
1222,14/06/2001,77,HOMICIDE,1
1223,15/06/2001,11,OTHER OFFENSE,1
1224,15/06/2001,24,NARCOTICS,1
1225,15/06/2001,24,SEX OFFENSE,1
1226,15/06/2001,24,THEFT,1
1227,15/06/2001,25,MOTOR VEHICLE THEFT,1
1228,15/06/2001,26,BATTERY,1
1229,15/06/2001,27,DECEPTIVE PRACTICE,1
1230,15/06/2001,29,THEFT,2
1231,15/06/2001,61,OTHER OFFENSE,1
1232,15/06/2001,63,THEFT,1
1233,15/06/2001,67,THEFT,1
1234,15/06/2001,71,DECEPTIVE PRACTICE,1
1235,16/06/2001,24,HOMICIDE,1
1236,16/06/2001,26,NARCOTICS,1
1237,16/06/2001,26,THEFT,1
1238,16/06/2001,30,OFFENSE INVOLVING CHILDREN,1
1239,16/06/2001,41,THEFT,1
1240,16/06/2001,67,OFFENSE INVOLVING CHILDREN,1
1241,16/06/2001,71,DECEPTIVE PRACTICE,1
1242,16/06/2001,73,MOTOR VEHICLE THEFT,1
1243,17/06/2001,22,CRIM SEXUAL ASSAULT,1
1244,17/06/2001,23,HOMICIDE,1
1245,17/06/2001,24,MOTOR VEHICLE THEFT,1
1246,17/06/2001,25,MOTOR VEHICLE THEFT,1
1247,17/06/2001,25,OFFENSE INVOLVING CHILDREN,1
1248,17/06/2001,26,BATTERY,1
1249,17/06/2001,28,HOMICIDE,1
1250,17/06/2001,33,MOTOR VEHICLE THEFT,1
1251,17/06/2001,43,THEFT,1
1252,17/06/2001,52,HOMICIDE,1
1253,17/06/2001,63,THEFT,1
1254,17/06/2001,68,CRIMINAL TRESPASS,1
1255,17/06/2001,69,ASSAULT,1
1256,18/06/2001,8,ROBBERY,1
1257,18/06/2001,14,OFFENSE INVOLVING CHILDREN,1
1258,18/06/2001,22,HOMICIDE,1
1259,18/06/2001,23,BATTERY,1
1260,18/06/2001,23,OFFENSE INVOLVING CHILDREN,1
1261,18/06/2001,29,MOTOR VEHICLE THEFT,1
1262,18/06/2001,43,THEFT,1
1263,19/06/2001,4,CRIMINAL DAMAGE,1
1264,19/06/2001,26,DECEPTIVE PRACTICE,1
1265,19/06/2001,26,HOMICIDE,1
1266,19/06/2001,32,DECEPTIVE PRACTICE,1
1267,19/06/2001,33,HOMICIDE,1
1268,19/06/2001,35,CRIMINAL DAMAGE,1
1269,19/06/2001,43,THEFT,1
1270,19/06/2001,46,BURGLARY,1
1271,19/06/2001,46,THEFT,1
1272,19/06/2001,64,THEFT,1
1273,19/06/2001,68,CRIMINAL DAMAGE,1
1274,19/06/2001,68,HOMICIDE,1
1275,19/06/2001,77,THEFT,1
1276,20/06/2001,25,MOTOR VEHICLE THEFT,1
1277,20/06/2001,29,CRIMINAL TRESPASS,1
1278,20/06/2001,32,THEFT,1
1279,20/06/2001,67,HOMICIDE,1
1280,20/06/2001,69,THEFT,1
1281,20/06/2001,71,THEFT,1
1282,21/06/2001,5,SEX OFFENSE,1
1283,21/06/2001,23,HOMICIDE,1
1284,21/06/2001,26,DECEPTIVE PRACTICE,1
1285,21/06/2001,42,HOMICIDE,1
1286,21/06/2001,70,THEFT,1
1287,21/06/2001,72,OTHER OFFENSE,1
1288,22/06/2001,19,MOTOR VEHICLE THEFT,1
1289,22/06/2001,23,HOMICIDE,2
1290,22/06/2001,30,THEFT,1
1291,22/06/2001,38,HOMICIDE,1
1292,22/06/2001,45,MOTOR VEHICLE THEFT,1
1293,22/06/2001,69,DECEPTIVE PRACTICE,1
1294,23/06/2001,5,THEFT,1
1295,23/06/2001,24,MOTOR VEHICLE THEFT,2
1296,23/06/2001,43,HOMICIDE,2
1297,23/06/2001,46,HOMICIDE,1
1298,23/06/2001,49,HOMICIDE,1
1299,23/06/2001,68,THEFT,1
1300,24/06/2001,22,HOMICIDE,1
1301,24/06/2001,23,BATTERY,1
1302,24/06/2001,23,NARCOTICS,1
1303,24/06/2001,24,CRIMINAL DAMAGE,1
1304,24/06/2001,24,HOMICIDE,1
1305,24/06/2001,25,CRIMINAL DAMAGE,1
1306,24/06/2001,35,OTHER OFFENSE,1
1307,25/06/2001,8,THEFT,1
1308,25/06/2001,15,MOTOR VEHICLE THEFT,1
1309,25/06/2001,24,MOTOR VEHICLE THEFT,1
1310,25/06/2001,29,CRIM SEXUAL ASSAULT,1
1311,25/06/2001,35,THEFT,1
1312,25/06/2001,61,CRIM SEXUAL ASSAULT,1
1313,25/06/2001,67,THEFT,1
1314,25/06/2001,76,MOTOR VEHICLE THEFT,1
1315,25/06/2001,77,HOMICIDE,1
1316,26/06/2001,25,HOMICIDE,2
1317,26/06/2001,25,MOTOR VEHICLE THEFT,1
1318,26/06/2001,26,NARCOTICS,1
1319,26/06/2001,48,HOMICIDE,1
1320,26/06/2001,53,HOMICIDE,1
1321,26/06/2001,63,MOTOR VEHICLE THEFT,1
1322,26/06/2001,69,CRIM SEXUAL ASSAULT,1
1323,27/06/2001,6,THEFT,1
1324,27/06/2001,17,HOMICIDE,1
1325,27/06/2001,23,BATTERY,1
1326,27/06/2001,30,HOMICIDE,1
1327,27/06/2001,35,MOTOR VEHICLE THEFT,1
1328,27/06/2001,44,MOTOR VEHICLE THEFT,2
1329,27/06/2001,44,THEFT,1
1330,27/06/2001,46,ASSAULT,1
1331,27/06/2001,73,CRIMINAL DAMAGE,1
1332,28/06/2001,3,MOTOR VEHICLE THEFT,1
1333,28/06/2001,56,BATTERY,1
1334,28/06/2001,67,THEFT,1
1335,29/06/2001,23,BATTERY,1
1336,29/06/2001,26,OTHER OFFENSE,1
1337,29/06/2001,73,HOMICIDE,1
1338,29/06/2001,75,HOMICIDE,1
1339,30/06/2001,17,MOTOR VEHICLE THEFT,1
1340,30/06/2001,23,ROBBERY,1
1341,30/06/2001,24,BATTERY,1
1342,30/06/2001,31,HOMICIDE,2
1343,30/06/2001,36,THEFT,1
1344,30/06/2001,49,HOMICIDE,1
1345,30/06/2001,68,MOTOR VEHICLE THEFT,1
1346,30/06/2001,70,OTHER OFFENSE,1
1347,01/07/2001,1,DECEPTIVE PRACTICE,1
1348,01/07/2001,4,DECEPTIVE PRACTICE,1
1349,01/07/2001,6,THEFT,1
1350,01/07/2001,7,OTHER OFFENSE,1
1351,01/07/2001,8,THEFT,2
1352,01/07/2001,15,THEFT,1
1353,01/07/2001,16,OFFENSE INVOLVING CHILDREN,1
1354,01/07/2001,17,THEFT,1
1355,01/07/2001,20,OFFENSE INVOLVING CHILDREN,1
1356,01/07/2001,23,BATTERY,1
1357,01/07/2001,23,DECEPTIVE PRACTICE,1
1358,01/07/2001,23,THEFT,2
1359,01/07/2001,24,DECEPTIVE PRACTICE,2
1360,01/07/2001,24,OFFENSE INVOLVING CHILDREN,1
1361,01/07/2001,24,THEFT,2
1362,01/07/2001,25,DECEPTIVE PRACTICE,2
1363,01/07/2001,25,MOTOR VEHICLE THEFT,1
1364,01/07/2001,25,OFFENSE INVOLVING CHILDREN,1
1365,01/07/2001,25,THEFT,2
1366,01/07/2001,26,BATTERY,1
1367,01/07/2001,26,OFFENSE INVOLVING CHILDREN,1
1368,01/07/2001,26,THEFT,1
1369,01/07/2001,27,THEFT,1
1370,01/07/2001,29,DECEPTIVE PRACTICE,2
1371,01/07/2001,31,THEFT,2
1372,01/07/2001,33,SEX OFFENSE,1
1373,01/07/2001,33,THEFT,1
1374,01/07/2001,39,THEFT,1
1375,01/07/2001,42,BATTERY,1
1376,01/07/2001,42,SEX OFFENSE,1
1377,01/07/2001,42,THEFT,3
1378,01/07/2001,44,SEX OFFENSE,1
1379,01/07/2001,46,THEFT,1
1380,01/07/2001,49,THEFT,1
1381,01/07/2001,51,OFFENSE INVOLVING CHILDREN,1
1382,01/07/2001,54,THEFT,1
1383,01/07/2001,61,DECEPTIVE PRACTICE,1
1384,01/07/2001,66,OFFENSE INVOLVING CHILDREN,1
1385,01/07/2001,67,THEFT,1
1386,01/07/2001,68,THEFT,1
1387,01/07/2001,69,CRIMINAL DAMAGE,1
1388,01/07/2001,69,THEFT,1
1389,01/07/2001,70,CRIM SEXUAL ASSAULT,1
1390,01/07/2001,71,THEFT,1
1391,01/07/2001,73,HOMICIDE,1
1392,02/07/2001,7,MOTOR VEHICLE THEFT,1
1393,02/07/2001,19,OTHER OFFENSE,1
1394,02/07/2001,23,BATTERY,1
1395,02/07/2001,23,OFFENSE INVOLVING CHILDREN,1
1396,02/07/2001,25,BATTERY,1
1397,02/07/2001,25,THEFT,1
1398,02/07/2001,43,HOMICIDE,1
1399,02/07/2001,67,HOMICIDE,1
1400,03/07/2001,6,THEFT,1
1401,03/07/2001,19,MOTOR VEHICLE THEFT,1
1402,03/07/2001,43,MOTOR VEHICLE THEFT,1
1403,03/07/2001,44,THEFT,1
1404,03/07/2001,65,THEFT,1
1405,04/07/2001,3,LIQUOR LAW VIOLATION,1
1406,04/07/2001,11,SEX OFFENSE,1
1407,04/07/2001,14,HOMICIDE,1
1408,04/07/2001,30,OFFENSE INVOLVING CHILDREN,1
1409,04/07/2001,56,THEFT,1
1410,05/07/2001,14,HOMICIDE,1
1411,05/07/2001,22,HOMICIDE,1
1412,05/07/2001,23,THEFT,1
1413,05/07/2001,24,OFFENSE INVOLVING CHILDREN,1
1414,05/07/2001,28,SEX OFFENSE,1
1415,05/07/2001,51,THEFT,1
1416,05/07/2001,68,MOTOR VEHICLE THEFT,1
1417,05/07/2001,75,THEFT,1
1418,06/07/2001,20,MOTOR VEHICLE THEFT,1
1419,06/07/2001,21,MOTOR VEHICLE THEFT,1
1420,06/07/2001,27,ASSAULT,1
1421,06/07/2001,29,HOMICIDE,1
1422,06/07/2001,29,MOTOR VEHICLE THEFT,1
1423,06/07/2001,29,THEFT,1
1424,06/07/2001,54,DECEPTIVE PRACTICE,1
1425,06/07/2001,66,THEFT,2
1426,06/07/2001,75,THEFT,1
1427,07/07/2001,8,MOTOR VEHICLE THEFT,1
1428,07/07/2001,25,BATTERY,1
1429,07/07/2001,38,BATTERY,1
1430,07/07/2001,38,THEFT,1
1431,07/07/2001,43,HOMICIDE,1
1432,08/07/2001,22,MOTOR VEHICLE THEFT,1
1433,08/07/2001,25,OTHER OFFENSE,1
1434,08/07/2001,40,ASSAULT,1
1435,08/07/2001,63,MOTOR VEHICLE THEFT,1
1436,08/07/2001,66,HOMICIDE,1
1437,08/07/2001,67,HOMICIDE,1
1438,08/07/2001,68,HOMICIDE,1
1439,09/07/2001,7,DECEPTIVE PRACTICE,1
1440,09/07/2001,8,OTHER OFFENSE,1
1441,09/07/2001,11,DECEPTIVE PRACTICE,1
1442,09/07/2001,28,CRIMINAL DAMAGE,1
1443,09/07/2001,32,THEFT,1
1444,09/07/2001,41,MOTOR VEHICLE THEFT,1
1445,09/07/2001,43,HOMICIDE,1
1446,09/07/2001,67,HOMICIDE,1
1447,09/07/2001,68,HOMICIDE,2
1448,09/07/2001,68,OTHER OFFENSE,1
1449,10/07/2001,1,THEFT,1
1450,10/07/2001,3,OTHER OFFENSE,1
1451,10/07/2001,8,HOMICIDE,1
1452,10/07/2001,8,MOTOR VEHICLE THEFT,1
1453,10/07/2001,24,HOMICIDE,2
1454,10/07/2001,25,MOTOR VEHICLE THEFT,1
1455,10/07/2001,26,PROSTITUTION,1
1456,10/07/2001,27,ASSAULT,1
1457,10/07/2001,56,DECEPTIVE PRACTICE,1
1458,11/07/2001,3,HOMICIDE,1
1459,11/07/2001,30,OFFENSE INVOLVING CHILDREN,1
1460,11/07/2001,32,DECEPTIVE PRACTICE,1
1461,11/07/2001,38,BATTERY,1
1462,11/07/2001,56,DECEPTIVE PRACTICE,1
1463,12/07/2001,23,BATTERY,1
1464,12/07/2001,26,NARCOTICS,1
1465,12/07/2001,30,CRIMINAL TRESPASS,1
1466,12/07/2001,68,ASSAULT,1
1467,13/07/2001,4,DECEPTIVE PRACTICE,1
1468,13/07/2001,19,SEX OFFENSE,1
1469,13/07/2001,26,ARSON,1
1470,13/07/2001,29,BATTERY,1
1471,13/07/2001,54,THEFT,1
1472,13/07/2001,67,HOMICIDE,1
1473,13/07/2001,68,HOMICIDE,1
1474,13/07/2001,76,MOTOR VEHICLE THEFT,1
1475,14/07/2001,8,ROBBERY,1
1476,14/07/2001,26,HOMICIDE,1
1477,14/07/2001,27,BATTERY,1
1478,14/07/2001,28,PROSTITUTION,1
1479,14/07/2001,69,MOTOR VEHICLE THEFT,1
1480,14/07/2001,71,DECEPTIVE PRACTICE,1
1481,15/07/2001,8,BURGLARY,1
1482,15/07/2001,10,DECEPTIVE PRACTICE,1
1483,15/07/2001,26,MOTOR VEHICLE THEFT,1
1484,15/07/2001,27,ASSAULT,1
1485,15/07/2001,30,ROBBERY,1
1486,15/07/2001,32,MOTOR VEHICLE THEFT,1
1487,15/07/2001,42,OFFENSE INVOLVING CHILDREN,1
1488,16/07/2001,25,MOTOR VEHICLE THEFT,1
1489,16/07/2001,28,BURGLARY,1
1490,16/07/2001,32,DECEPTIVE PRACTICE,1
1491,16/07/2001,32,NARCOTICS,1
1492,16/07/2001,40,MOTOR VEHICLE THEFT,1
1493,16/07/2001,43,HOMICIDE,1
1494,16/07/2001,43,MOTOR VEHICLE THEFT,1
1495,16/07/2001,56,THEFT,1
1496,17/07/2001,8,HOMICIDE,1
1497,17/07/2001,22,THEFT,1
1498,17/07/2001,23,HOMICIDE,1
1499,17/07/2001,46,HOMICIDE,1
1500,17/07/2001,49,OTHER OFFENSE,1
1501,17/07/2001,61,HOMICIDE,1
1502,18/07/2001,19,MOTOR VEHICLE THEFT,1
1503,18/07/2001,25,HOMICIDE,1
1504,18/07/2001,25,MOTOR VEHICLE THEFT,1
1505,18/07/2001,26,NARCOTICS,1
1506,18/07/2001,30,THEFT,1
1507,18/07/2001,44,THEFT,1
1508,18/07/2001,64,MOTOR VEHICLE THEFT,1
1509,18/07/2001,66,MOTOR VEHICLE THEFT,1
1510,18/07/2001,71,HOMICIDE,1
1511,19/07/2001,3,HOMICIDE,1
1512,19/07/2001,22,HOMICIDE,1
1513,19/07/2001,24,HOMICIDE,1
1514,19/07/2001,26,BATTERY,1
1515,19/07/2001,27,HOMICIDE,1
1516,19/07/2001,27,MOTOR VEHICLE THEFT,1
1517,19/07/2001,40,THEFT,1
1518,19/07/2001,42,HOMICIDE,1
1519,19/07/2001,68,SEX OFFENSE,1
1520,20/07/2001,25,MOTOR VEHICLE THEFT,1
1521,20/07/2001,27,BATTERY,1
1522,20/07/2001,40,OTHER OFFENSE,1
1523,20/07/2001,44,MOTOR VEHICLE THEFT,1
1524,20/07/2001,73,CRIMINAL DAMAGE,1
1525,20/07/2001,73,THEFT,1
1526,21/07/2001,3,OTHER OFFENSE,1
1527,21/07/2001,5,MOTOR VEHICLE THEFT,1
1528,21/07/2001,24,ASSAULT,1
1529,21/07/2001,25,BATTERY,1
1530,21/07/2001,26,DECEPTIVE PRACTICE,1
1531,21/07/2001,26,OTHER OFFENSE,1
1532,21/07/2001,28,HOMICIDE,1
1533,21/07/2001,31,BATTERY,1
1534,21/07/2001,49,THEFT,1
1535,21/07/2001,61,HOMICIDE,1
1536,21/07/2001,66,MOTOR VEHICLE THEFT,1
1537,22/07/2001,6,THEFT,1
1538,22/07/2001,18,HOMICIDE,1
1539,22/07/2001,22,MOTOR VEHICLE THEFT,2
1540,22/07/2001,26,BATTERY,1
1541,22/07/2001,66,MOTOR VEHICLE THEFT,1
1542,23/07/2001,8,DECEPTIVE PRACTICE,1
1543,23/07/2001,19,HOMICIDE,1
1544,23/07/2001,24,DECEPTIVE PRACTICE,1
1545,23/07/2001,25,HOMICIDE,2
1546,23/07/2001,26,HOMICIDE,1
1547,23/07/2001,26,THEFT,1
1548,23/07/2001,29,HOMICIDE,1
1549,23/07/2001,34,MOTOR VEHICLE THEFT,1
1550,23/07/2001,35,HOMICIDE,1
1551,23/07/2001,51,HOMICIDE,1
1552,23/07/2001,71,THEFT,1
1553,24/07/2001,6,THEFT,1
1554,24/07/2001,29,HOMICIDE,1
1555,24/07/2001,30,HOMICIDE,1
1556,24/07/2001,35,HOMICIDE,1
1557,24/07/2001,63,ROBBERY,1
1558,24/07/2001,66,DECEPTIVE PRACTICE,1
1559,24/07/2001,66,HOMICIDE,1
1560,24/07/2001,67,CRIM SEXUAL ASSAULT,1
1561,25/07/2001,15,OFFENSE INVOLVING CHILDREN,1
1562,25/07/2001,17,HOMICIDE,1
1563,25/07/2001,22,OFFENSE INVOLVING CHILDREN,1
1564,25/07/2001,22,THEFT,1
1565,25/07/2001,32,DECEPTIVE PRACTICE,1
1566,26/07/2001,3,MOTOR VEHICLE THEFT,1
1567,26/07/2001,27,DECEPTIVE PRACTICE,1
1568,26/07/2001,33,THEFT,1
1569,26/07/2001,48,THEFT,1
1570,26/07/2001,49,DECEPTIVE PRACTICE,1
1571,26/07/2001,68,MOTOR VEHICLE THEFT,1
1572,27/07/2001,1,THEFT,1
1573,27/07/2001,8,HOMICIDE,1
1574,27/07/2001,11,THEFT,1
1575,27/07/2001,16,HOMICIDE,1
1576,27/07/2001,23,HOMICIDE,1
1577,27/07/2001,27,HOMICIDE,1
1578,27/07/2001,29,CRIM SEXUAL ASSAULT,1
1579,27/07/2001,63,THEFT,1
1580,27/07/2001,64,DECEPTIVE PRACTICE,1
1581,27/07/2001,73,DECEPTIVE PRACTICE,1
1582,28/07/2001,3,BURGLARY,1
1583,28/07/2001,8,MOTOR VEHICLE THEFT,1
1584,28/07/2001,16,DECEPTIVE PRACTICE,1
1585,28/07/2001,19,HOMICIDE,1
1586,28/07/2001,23,NARCOTICS,1
1587,28/07/2001,25,BATTERY,1
1588,28/07/2001,25,CRIM SEXUAL ASSAULT,1
1589,28/07/2001,28,WEAPONS VIOLATION,1
1590,28/07/2001,30,HOMICIDE,1
1591,28/07/2001,63,CRIMINAL DAMAGE,1
1592,28/07/2001,67,BATTERY,1
1593,28/07/2001,77,CRIM SEXUAL ASSAULT,1
1594,29/07/2001,5,MOTOR VEHICLE THEFT,1
1595,29/07/2001,8,CRIM SEXUAL ASSAULT,1
1596,29/07/2001,8,ROBBERY,1
1597,29/07/2001,22,CRIM SEXUAL ASSAULT,1
1598,29/07/2001,23,HOMICIDE,1
1599,29/07/2001,23,MOTOR VEHICLE THEFT,1
1600,29/07/2001,28,HOMICIDE,1
1601,29/07/2001,28,MOTOR VEHICLE THEFT,1
1602,29/07/2001,35,OTHER OFFENSE,1
1603,30/07/2001,67,HOMICIDE,1
1604,30/07/2001,70,BURGLARY,1
1605,31/07/2001,8,THEFT,1
1606,31/07/2001,15,HOMICIDE,1
1607,31/07/2001,23,OTHER OFFENSE,1
1608,31/07/2001,23,THEFT,1
1609,31/07/2001,25,OTHER OFFENSE,1
1610,31/07/2001,29,DECEPTIVE PRACTICE,1
1611,31/07/2001,35,WEAPONS VIOLATION,1
1612,31/07/2001,38,HOMICIDE,1
1613,31/07/2001,42,THEFT,1
1614,31/07/2001,44,MOTOR VEHICLE THEFT,1
1615,31/07/2001,53,THEFT,1
1616,31/07/2001,66,THEFT,1
1617,31/07/2001,73,CRIM SEXUAL ASSAULT,1
1618,01/08/2001,2,THEFT,1
1619,01/08/2001,3,SEX OFFENSE,1
1620,01/08/2001,3,THEFT,2
1621,01/08/2001,7,THEFT,2
1622,01/08/2001,9,MOTOR VEHICLE THEFT,1
1623,01/08/2001,15,BATTERY,1
1624,01/08/2001,20,THEFT,2
1625,01/08/2001,22,OTHER OFFENSE,1
1626,01/08/2001,22,THEFT,1
1627,01/08/2001,23,NARCOTICS,1
1628,01/08/2001,23,THEFT,1
1629,01/08/2001,24,BATTERY,1
1630,01/08/2001,24,MOTOR VEHICLE THEFT,1
1631,01/08/2001,25,CRIM SEXUAL ASSAULT,1
1632,01/08/2001,25,OFFENSE INVOLVING CHILDREN,2
1633,01/08/2001,25,THEFT,1
1634,01/08/2001,29,DECEPTIVE PRACTICE,1
1635,01/08/2001,29,THEFT,1
1636,01/08/2001,30,THEFT,1
1637,01/08/2001,31,THEFT,1
1638,01/08/2001,33,DECEPTIVE PRACTICE,1
1639,01/08/2001,33,THEFT,1
1640,01/08/2001,34,THEFT,1
1641,01/08/2001,42,OTHER OFFENSE,1
1642,01/08/2001,42,THEFT,1
1643,01/08/2001,43,SEX OFFENSE,1
1644,01/08/2001,43,THEFT,4
1645,01/08/2001,44,OTHER OFFENSE,1
1646,01/08/2001,46,NARCOTICS,1
1647,01/08/2001,50,DECEPTIVE PRACTICE,1
1648,01/08/2001,50,THEFT,1
1649,01/08/2001,51,CRIM SEXUAL ASSAULT,1
1650,01/08/2001,54,CRIM SEXUAL ASSAULT,1
1651,01/08/2001,56,MOTOR VEHICLE THEFT,1
1652,01/08/2001,56,THEFT,1
1653,01/08/2001,60,THEFT,1
1654,01/08/2001,61,CRIM SEXUAL ASSAULT,1
1655,01/08/2001,61,OFFENSE INVOLVING CHILDREN,1
1656,01/08/2001,61,THEFT,1
1657,01/08/2001,62,THEFT,1
1658,01/08/2001,63,CRIM SEXUAL ASSAULT,1
1659,01/08/2001,63,THEFT,1
1660,01/08/2001,64,OTHER OFFENSE,1
1661,01/08/2001,65,THEFT,1
1662,01/08/2001,66,CRIMINAL DAMAGE,1
1663,01/08/2001,66,THEFT,2
1664,01/08/2001,67,SEX OFFENSE,2
1665,01/08/2001,67,THEFT,2
1666,01/08/2001,68,THEFT,2
1667,01/08/2001,69,THEFT,1
1668,01/08/2001,70,THEFT,1
1669,01/08/2001,71,OFFENSE INVOLVING CHILDREN,2
1670,01/08/2001,71,SEX OFFENSE,1
1671,01/08/2001,73,THEFT,1
1672,01/08/2001,77,THEFT,1
1673,02/08/2001,1,MOTOR VEHICLE THEFT,1
1674,02/08/2001,4,MOTOR VEHICLE THEFT,1
1675,02/08/2001,7,MOTOR VEHICLE THEFT,1
1676,02/08/2001,22,MOTOR VEHICLE THEFT,1
1677,02/08/2001,39,HOMICIDE,1
1678,02/08/2001,49,HOMICIDE,1
1679,02/08/2001,56,THEFT,1
1680,02/08/2001,63,HOMICIDE,1
1681,03/08/2001,77,MOTOR VEHICLE THEFT,1
1682,04/08/2001,3,HOMICIDE,1
1683,04/08/2001,24,HOMICIDE,1
1684,04/08/2001,26,HOMICIDE,1
1685,04/08/2001,32,HOMICIDE,1
1686,04/08/2001,41,DECEPTIVE PRACTICE,1
1687,04/08/2001,70,BATTERY,1
1688,05/08/2001,8,PUBLIC PEACE VIOLATION,1
1689,05/08/2001,19,MOTOR VEHICLE THEFT,1
1690,05/08/2001,23,BATTERY,1
1691,05/08/2001,23,MOTOR VEHICLE THEFT,1
1692,05/08/2001,26,MOTOR VEHICLE THEFT,1
1693,05/08/2001,30,HOMICIDE,1
1694,06/08/2001,23,DECEPTIVE PRACTICE,1
1695,06/08/2001,29,HOMICIDE,1
1696,06/08/2001,32,MOTOR VEHICLE THEFT,1
1697,06/08/2001,43,ROBBERY,1
1698,07/08/2001,14,MOTOR VEHICLE THEFT,1
1699,07/08/2001,23,NARCOTICS,1
1700,07/08/2001,24,BURGLARY,1
1701,07/08/2001,25,MOTOR VEHICLE THEFT,1
1702,07/08/2001,26,ASSAULT,1
1703,07/08/2001,29,HOMICIDE,1
1704,07/08/2001,63,OFFENSE INVOLVING CHILDREN,1
1705,07/08/2001,71,THEFT,1
1706,07/08/2001,76,THEFT,1
1707,08/08/2001,2,THEFT,1
1708,08/08/2001,23,HOMICIDE,1
1709,08/08/2001,24,HOMICIDE,1
1710,08/08/2001,49,MOTOR VEHICLE THEFT,2
1711,08/08/2001,59,CRIMINAL DAMAGE,1
1712,08/08/2001,68,THEFT,1
1713,08/08/2001,72,THEFT,1
1714,08/08/2001,75,DECEPTIVE PRACTICE,1
1715,09/08/2001,24,MOTOR VEHICLE THEFT,1
1716,09/08/2001,32,DECEPTIVE PRACTICE,1
1717,09/08/2001,32,MOTOR VEHICLE THEFT,1
1718,09/08/2001,70,HOMICIDE,1
1719,10/08/2001,2,MOTOR VEHICLE THEFT,1
1720,10/08/2001,7,DECEPTIVE PRACTICE,1
1721,10/08/2001,17,OTHER OFFENSE,1
1722,10/08/2001,21,MOTOR VEHICLE THEFT,1
1723,10/08/2001,23,BATTERY,1
1724,10/08/2001,25,HOMICIDE,1
1725,10/08/2001,27,MOTOR VEHICLE THEFT,1
1726,10/08/2001,29,THEFT,1
1727,10/08/2001,32,MOTOR VEHICLE THEFT,2
1728,11/08/2001,25,ASSAULT,1
1729,11/08/2001,25,HOMICIDE,1
1730,11/08/2001,28,MOTOR VEHICLE THEFT,1
1731,11/08/2001,30,SEX OFFENSE,1
1732,11/08/2001,33,BATTERY,1
1733,11/08/2001,41,MOTOR VEHICLE THEFT,1
1734,11/08/2001,43,THEFT,1
1735,11/08/2001,49,DECEPTIVE PRACTICE,1
1736,12/08/2001,16,MOTOR VEHICLE THEFT,1
1737,12/08/2001,23,DECEPTIVE PRACTICE,1
1738,12/08/2001,23,HOMICIDE,2
1739,12/08/2001,25,MOTOR VEHICLE THEFT,1
1740,12/08/2001,26,NARCOTICS,1
1741,12/08/2001,31,HOMICIDE,1
1742,12/08/2001,33,MOTOR VEHICLE THEFT,1
1743,12/08/2001,53,MOTOR VEHICLE THEFT,1
1744,13/08/2001,6,MOTOR VEHICLE THEFT,1
1745,13/08/2001,28,SEX OFFENSE,1
1746,14/08/2001,3,ASSAULT,1
1747,14/08/2001,3,THEFT,1
1748,14/08/2001,20,MOTOR VEHICLE THEFT,1
1749,14/08/2001,40,OFFENSE INVOLVING CHILDREN,1
1750,14/08/2001,53,THEFT,1
1751,14/08/2001,69,HOMICIDE,1
1752,14/08/2001,71,ROBBERY,1
1753,15/08/2001,3,MOTOR VEHICLE THEFT,1
1754,15/08/2001,6,BURGLARY,1
1755,15/08/2001,6,THEFT,1
1756,15/08/2001,21,OTHER OFFENSE,1
1757,15/08/2001,22,DECEPTIVE PRACTICE,1
1758,15/08/2001,24,MOTOR VEHICLE THEFT,1
1759,15/08/2001,25,THEFT,2
1760,15/08/2001,26,NARCOTICS,2
1761,15/08/2001,45,THEFT,1
1762,15/08/2001,49,BATTERY,1
1763,15/08/2001,54,THEFT,1
1764,15/08/2001,63,THEFT,1
1765,15/08/2001,66,BATTERY,1
1766,15/08/2001,69,BATTERY,1
1767,15/08/2001,73,MOTOR VEHICLE THEFT,1
1768,16/08/2001,7,DECEPTIVE PRACTICE,1
1769,16/08/2001,23,NARCOTICS,1
1770,16/08/2001,26,NARCOTICS,1
1771,16/08/2001,50,THEFT,1
1772,16/08/2001,51,BURGLARY,1
1773,17/08/2001,8,MOTOR VEHICLE THEFT,1
1774,17/08/2001,19,MOTOR VEHICLE THEFT,1
1775,17/08/2001,24,MOTOR VEHICLE THEFT,1
1776,17/08/2001,27,OFFENSE INVOLVING CHILDREN,1
1777,17/08/2001,38,HOMICIDE,1
1778,17/08/2001,49,THEFT,1
1779,17/08/2001,58,MOTOR VEHICLE THEFT,1
1780,17/08/2001,69,CRIM SEXUAL ASSAULT,1
