date,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
4836,2,43,153,33,0,4,99,17,35,0,0,0,0,1,2,1,1,39,89,0,0,0,0,9,0,39,7,1,6,0,23,3,0,153,10
4837,2,41,157,19,0,4,104,21,34,0,2,0,0,7,0,0,0,40,75,0,0,0,0,8,0,43,1,0,7,0,16,1,1,149,5
4838,2,51,131,36,0,1,74,27,55,0,3,2,0,0,0,1,0,41,58,0,0,0,0,5,0,45,1,0,14,0,22,1,0,148,18
4839,0,53,125,35,0,8,91,22,113,0,2,1,0,5,0,0,0,24,101,0,0,0,0,16,0,64,8,0,6,0,15,6,2,212,9
4840,1,38,136,30,0,4,72,29,51,0,1,0,0,2,0,0,3,18,103,0,0,0,0,6,0,40,10,1,6,0,27,5,0,134,7
4841,0,41,108,38,0,5,63,19,40,0,0,1,0,8,0,1,0,20,99,0,0,0,0,9,1,47,1,0,12,0,17,1,0,180,4
4842,5,45,136,54,0,5,88,27,51,0,0,0,0,4,1,0,2,24,95,0,0,0,0,6,0,51,3,0,7,0,22,1,1,176,8
4843,0,40,156,29,0,4,94,15,35,0,1,2,0,2,1,0,0,18,81,0,0,0,0,7,0,44,6,0,4,0,26,0,0,177,10
4844,0,48,165,19,0,4,92,19,26,0,0,1,0,3,0,0,0,18,85,0,0,0,0,6,0,43,1,0,8,0,16,3,0,134,18
4845,0,43,132,45,0,3,66,21,49,0,1,1,0,4,0,1,1,36,93,0,0,0,0,4,0,62,2,0,11,0,22,6,0,154,5
4846,1,44,131,44,0,4,74,19,41,0,1,0,0,4,0,0,2,19,104,0,0,0,0,10,0,48,6,2,9,0,22,1,1,149,12
4847,0,53,141,40,0,1,75,23,40,0,5,1,0,7,0,1,2,22,105,0,0,0,0,9,0,66,7,0,7,0,16,3,0,139,12
4848,1,57,126,40,0,3,77,31,51,0,1,0,0,2,1,2,1,29,100,1,0,0,1,4,0,51,11,0,13,0,29,3,0,166,10
4849,2,48,150,36,0,3,69,21,45,0,3,3,0,3,0,0,4,26,105,0,0,0,0,10,0,41,18,0,16,0,19,2,0,149,12
4850,2,47,208,33,0,11,99,19,51,0,2,0,0,8,1,0,3,27,79,0,0,0,0,4,0,47,7,0,10,0,32,6,0,158,18
4851,1,42,166,28,0,5,88,17,31,0,0,2,0,7,1,0,1,19,54,0,0,0,0,9,0,40,1,0,4,0,29,4,0,122,8
4852,1,38,120,39,0,5,81,18,55,0,0,1,0,1,0,0,0,29,61,0,0,0,0,5,0,48,1,0,3,0,25,1,0,151,5
4853,1,44,99,33,0,1,82,18,59,0,0,1,0,2,0,0,0,38,87,0,0,0,0,7,0,74,7,0,0,0,31,2,0,153,9
4854,0,40,126,39,0,1,76,14,62,0,1,0,0,4,0,0,0,21,83,0,0,0,0,7,0,64,4,0,7,0,25,3,0,190,5
4855,2,48,115,43,0,1,85,30,43,0,5,0,0,2,0,0,2,22,151,0,0,0,0,5,0,64,4,0,5,0,27,7,0,167,8
4856,0,36,138,50,0,3,84,22,49,0,1,0,0,4,0,0,1,24,83,0,0,0,0,6,0,53,0,0,6,0,35,0,0,184,8
4857,0,44,137,31,0,5,96,17,35,0,1,6,0,4,0,1,1,21,90,0,0,0,0,6,0,40,3,0,7,0,35,2,0,164,8
4858,1,40,166,32,0,6,88,11,22,0,2,3,0,5,0,1,1,17,70,0,0,0,0,7,0,45,1,0,11,0,22,7,0,123,7
4859,1,52,131,34,1,5,76,21,54,0,0,0,0,6,0,0,0,21,79,0,0,0,0,3,0,44,1,0,11,0,20,2,0,157,10
4860,1,42,141,27,0,0,59,21,45,0,5,0,0,2,0,1,1,26,90,0,0,0,0,3,0,47,8,0,8,0,29,2,0,172,6
4861,0,47,124,42,0,3,75,22,51,0,0,1,0,5,0,1,0,31,73,0,0,0,0,7,0,40,5,0,5,0,22,1,3,169,10
4862,4,56,129,37,0,2,95,31,47,0,1,2,0,2,0,0,2,27,69,0,0,0,0,8,0,44,6,0,6,0,19,1,0,167,13
4863,1,59,159,40,0,2,94,22,48,0,1,0,0,2,0,1,1,24,94,0,0,0,0,11,0,46,4,0,10,0,25,2,0,187,14
4864,2,44,174,34,0,3,90,24,33,0,0,4,0,2,0,0,1,15,76,0,0,0,0,2,0,38,2,0,9,0,33,4,0,176,12
4865,2,43,153,37,0,1,70,22,23,0,2,2,0,1,0,0,1,21,78,0,0,0,0,4,0,43,2,0,9,0,21,2,1,130,4
4866,2,46,128,43,0,2,82,15,50,0,0,3,0,2,0,1,0,25,78,0,0,0,0,5,0,43,1,0,6,0,25,0,0,155,10
4867,1,71,124,51,0,4,67,29,46,0,0,1,0,4,0,1,0,19,81,0,0,0,2,2,0,68,6,0,9,0,15,3,2,177,5
4868,0,58,143,41,1,7,82,24,48,0,0,1,0,5,0,0,1,21,86,0,0,0,0,7,0,56,6,0,13,0,25,3,0,164,6
4869,2,58,142,39,0,6,65,19,104,0,0,1,0,4,2,0,1,23,105,0,0,0,0,13,0,61,4,0,10,0,25,7,1,177,5
4870,1,68,154,43,0,4,86,25,48,0,1,0,0,4,1,0,3,22,100,0,0,0,1,8,0,52,1,0,9,0,39,2,0,179,13
4871,0,48,159,37,0,7,81,21,38,0,3,1,0,7,0,1,2,27,61,0,0,0,0,3,0,37,2,0,8,0,29,3,0,154,16
4872,1,53,140,35,0,3,85,20,26,0,1,3,0,2,1,1,0,25,60,0,0,0,0,6,0,54,1,0,12,0,25,4,1,150,12
4873,3,47,146,28,0,2,87,17,77,0,1,1,0,6,0,0,1,22,103,0,0,0,0,2,0,58,2,0,5,0,26,3,0,201,7
4874,0,55,146,44,0,7,76,29,45,0,1,2,0,4,0,0,1,19,98,0,0,0,0,7,0,68,7,0,11,0,30,0,1,165,9
4875,0,50,144,61,0,2,64,23,30,0,1,0,0,5,0,0,0,21,95,0,0,0,0,4,0,51,9,0,8,0,25,2,2,160,12
4876,2,56,150,31,0,3,73,13,36,0,0,0,0,2,0,0,3,23,95,0,0,0,0,6,0,58,3,0,16,0,28,6,0,157,6
4877,0,49,176,39,0,4,94,24,36,0,3,2,0,4,1,1,3,29,103,0,0,0,0,13,0,62,4,0,14,0,9,3,1,178,10
4878,0,47,190,39,0,4,87,19,27,0,1,2,0,4,1,3,0,32,96,0,0,0,0,9,0,45,1,0,9,0,29,1,0,162,9
4879,1,48,213,31,0,3,79,22,27,0,0,1,0,3,0,1,0,16,49,0,0,0,1,3,0,43,9,0,8,0,22,4,1,142,16
4880,3,67,182,37,0,5,77,17,33,0,0,0,0,3,1,1,0,29,63,0,0,0,1,4,1,53,0,0,10,0,22,7,2,181,14
4881,0,49,141,53,0,3,75,19,47,0,1,0,0,6,1,0,0,18,86,0,0,0,0,5,0,60,7,0,7,0,34,2,1,187,11
4882,1,59,118,45,0,3,74,26,50,0,0,1,0,10,0,1,5,20,85,0,0,0,0,12,0,46,9,0,6,0,29,4,0,175,8
4883,2,57,121,46,0,3,63,20,54,0,1,0,0,1,0,1,0,17,96,0,0,0,0,8,0,55,4,0,8,0,27,0,0,161,8
4884,1,41,126,52,0,3,78,25,45,0,0,1,0,4,0,1,0,25,115,0,0,0,0,5,0,55,8,0,12,0,31,6,0,196,11
4885,0,53,156,37,0,6,96,13,40,0,3,2,0,3,0,0,3,19,86,0,0,0,0,6,0,57,1,0,9,0,33,7,0,164,9
4886,1,63,205,31,0,3,94,25,25,0,1,2,0,6,0,1,0,33,89,0,0,0,1,6,0,47,1,0,11,0,35,2,0,161,16
4887,2,56,135,39,0,4,86,33,38,0,0,2,0,4,0,0,2,20,84,0,0,0,0,7,0,53,2,0,10,0,22,3,0,173,12
4888,2,61,150,41,0,4,72,19,34,0,1,1,0,3,0,0,3,28,59,0,0,0,0,3,0,46,1,0,15,0,17,2,0,187,15
4889,1,66,169,35,0,1,90,24,33,0,4,1,0,5,0,1,5,25,83,0,0,0,0,7,0,57,7,0,4,0,20,2,0,184,10
4890,2,54,142,41,0,1,79,24,38,0,4,3,0,6,0,1,2,17,83,0,0,0,0,4,0,50,6,0,6,0,26,3,0,181,16
4891,3,49,141,46,0,5,110,15,38,0,3,1,0,3,0,2,1,27,76,0,0,0,0,8,0,47,0,0,8,0,19,1,0,189,15
4892,1,47,160,35,0,1,83,17,38,0,0,2,0,2,0,1,4,27,86,0,0,0,0,3,0,37,2,0,8,0,29,3,0,161,12
4893,1,59,201,34,0,5,119,13,21,0,2,1,0,6,0,0,1,30,73,1,0,0,0,5,0,48,3,0,11,0,33,4,0,140,13
4894,1,45,193,24,1,1,67,16,22,0,3,3,0,3,0,0,3,19,90,0,0,0,0,6,0,46,0,0,9,0,25,5,1,178,17
4895,1,45,134,44,0,4,80,25,39,0,1,1,0,5,0,0,2,19,84,0,0,0,0,9,0,57,7,0,3,0,26,3,0,172,3
4896,11,77,129,36,0,3,73,30,32,0,0,0,0,5,1,0,1,19,91,0,0,0,0,10,0,55,6,0,15,0,29,2,0,169,7
4897,0,41,142,36,0,1,86,17,48,0,2,4,0,2,0,0,2,14,83,0,0,0,0,4,0,53,4,0,12,0,38,2,0,174,10
4898,0,52,123,39,0,3,86,22,50,0,2,1,0,4,1,0,0,33,81,0,0,0,0,11,0,55,7,0,14,0,32,2,0,195,14
4899,2,49,176,28,0,4,99,16,40,0,1,2,0,5,0,3,2,30,82,0,0,0,0,7,0,40,7,0,14,0,21,3,0,199,18
4900,4,63,225,28,0,14,113,17,98,0,2,4,1,7,2,1,1,33,74,0,0,0,0,15,0,66,6,0,14,0,15,13,1,205,8
4901,0,61,151,50,0,3,85,24,62,0,3,1,0,8,0,1,1,24,95,0,0,0,0,8,0,51,1,0,10,0,22,0,0,205,8
4902,0,55,145,41,0,3,87,28,45,0,2,1,0,5,0,1,3,28,102,0,0,0,0,16,0,72,5,0,12,0,27,3,0,202,16
4903,1,64,136,33,0,1,68,28,40,0,3,1,0,5,0,0,0,22,86,0,0,0,0,6,0,53,5,0,7,0,27,5,1,174,9
4904,2,51,132,36,0,3,76,28,53,0,3,1,0,4,0,0,2,23,75,1,0,0,0,8,1,45,7,0,6,0,28,2,1,207,8
4905,1,57,155,52,0,7,75,18,53,0,3,2,0,4,0,1,1,41,94,0,0,0,0,10,0,61,6,0,10,0,20,2,0,172,12
4906,0,69,190,42,0,2,97,19,26,0,3,2,0,5,0,0,2,32,83,0,0,0,0,3,0,53,4,0,14,0,28,2,0,185,8
4907,1,50,170,35,0,4,87,22,28,0,4,0,0,1,0,0,2,30,66,0,0,0,0,11,0,52,6,0,7,0,24,2,0,165,6
4908,3,56,161,46,0,1,63,28,42,0,4,3,0,6,1,0,1,30,63,0,0,0,0,9,0,53,1,0,11,0,25,6,0,203,7
4909,8,56,103,36,0,2,58,22,48,0,1,1,0,3,0,1,1,24,64,0,0,0,0,4,0,44,4,0,4,0,26,3,0,154,6
4910,1,49,150,35,0,2,60,25,43,0,1,0,0,5,1,0,2,29,89,0,0,0,0,6,0,44,0,0,18,0,21,2,2,179,9
4911,0,74,137,41,0,5,72,28,41,0,2,1,0,6,1,1,2,33,75,0,0,0,0,6,0,41,5,0,9,0,34,2,0,192,14
4912,1,49,158,43,0,7,87,25,43,0,2,0,0,4,0,1,1,33,89,0,0,0,0,15,0,61,8,0,8,0,30,3,1,255,12
4913,0,41,185,36,0,9,112,22,42,0,5,1,0,6,0,0,1,24,77,0,0,0,0,7,0,42,6,0,11,0,25,7,0,167,15
4914,1,59,215,39,0,10,104,18,33,0,1,2,0,5,0,5,1,25,53,0,0,0,1,7,0,49,5,0,10,0,32,5,1,187,14
4915,1,59,166,37,0,3,98,24,50,0,2,0,0,7,2,0,1,34,80,0,0,0,0,5,0,41,1,0,9,0,24,5,0,203,19
4916,2,66,177,49,0,4,93,27,43,0,1,2,0,4,2,1,1,24,89,0,0,0,0,5,0,50,6,0,10,0,29,1,0,188,14
4917,0,38,138,46,0,1,91,22,40,0,0,0,0,6,0,0,1,26,65,0,0,0,0,8,0,58,4,0,6,0,23,8,2,178,10
4918,0,44,140,49,0,5,64,24,52,0,0,1,0,5,0,0,1,38,76,0,0,0,0,4,0,57,8,0,6,0,43,3,0,194,10
4919,3,59,155,56,0,3,73,31,39,0,4,0,0,2,1,2,0,38,88,0,0,0,2,11,0,58,7,0,6,0,21,1,0,215,12
4920,2,52,186,26,0,7,92,15,37,0,0,2,0,4,0,1,1,26,98,0,0,0,0,5,0,41,8,0,7,0,31,4,0,207,13
4921,1,67,183,35,0,5,103,19,24,0,4,4,0,5,0,0,2,26,70,0,0,0,0,5,0,42,1,0,9,0,32,2,0,215,13
4922,2,55,129,49,0,1,66,26,57,0,1,1,0,2,1,0,0,38,89,0,0,0,0,11,0,63,2,0,12,0,26,2,0,183,13
4923,0,53,139,46,0,2,89,22,65,0,2,0,0,6,0,1,0,30,89,0,0,0,0,6,0,53,3,0,11,0,31,3,0,200,9
4924,1,58,124,44,0,2,77,20,49,0,1,1,0,2,0,2,3,34,99,0,0,0,0,6,0,35,7,0,12,0,32,2,2,231,11
4925,0,56,127,33,0,3,74,18,52,0,1,2,0,5,1,1,3,29,81,0,0,0,0,8,0,49,6,0,9,0,26,3,0,226,13
4926,2,43,167,49,0,6,64,22,64,0,3,2,0,5,0,0,2,34,102,0,0,0,0,5,0,52,3,0,7,0,44,4,0,201,15
4927,3,42,187,44,1,11,92,17,38,0,0,1,0,5,0,2,1,32,81,0,0,0,0,9,0,43,3,0,8,0,34,4,0,183,12
4928,2,57,242,41,0,5,80,23,17,0,1,0,0,6,0,0,3,33,91,0,0,0,1,11,0,45,2,0,13,0,40,4,1,180,8
4929,0,57,148,47,0,4,89,20,48,0,3,1,0,2,0,0,1,33,60,1,0,0,0,1,0,46,1,0,7,0,39,7,0,183,3
4930,5,55,157,49,0,7,69,21,112,0,1,0,0,7,0,0,1,33,90,0,0,0,0,9,0,75,3,0,5,0,43,11,1,236,15
4931,1,45,127,42,0,2,71,27,44,0,4,3,0,7,0,0,1,36,100,1,0,0,0,3,0,54,2,0,11,0,16,4,0,209,9
4932,0,50,139,59,0,4,82,21,58,0,4,1,0,4,1,0,1,31,100,0,0,0,1,5,0,57,2,0,6,0,27,0,0,216,17
4933,3,55,188,45,0,5,96,10,32,0,1,1,0,2,0,0,1,25,89,0,1,0,0,3,0,48,1,0,18,0,27,0,0,170,17
4934,2,58,206,31,0,5,108,22,31,0,1,2,0,9,0,1,0,42,77,0,0,0,0,7,0,33,11,0,11,0,32,7,1,191,10
4935,4,57,209,43,0,5,91,21,21,0,2,5,0,2,1,1,1,27,89,0,0,0,0,1,0,54,0,0,13,0,31,1,1,181,11
4936,4,48,166,44,0,2,68,21,68,0,2,6,0,5,1,3,0,43,86,0,0,0,0,5,0,44,0,0,15,0,45,0,0,212,11
4937,0,58,150,36,0,5,75,20,41,0,0,2,0,3,1,2,0,21,97,0,0,0,0,2,0,46,2,0,11,0,36,1,0,189,19
4938,2,47,158,45,0,0,81,28,43,0,4,0,0,3,0,0,0,31,89,0,0,0,0,5,0,47,16,0,11,0,25,4,1,208,7
4939,1,53,138,32,0,4,67,19,42,0,1,0,0,5,0,2,4,27,102,0,0,0,0,11,0,49,3,0,4,0,36,3,0,206,11
4940,2,61,152,58,0,5,75,22,55,0,3,1,0,4,0,0,2,35,104,0,0,0,0,8,0,44,13,0,8,0,38,3,0,235,15
4941,0,63,171,40,0,5,100,20,23,0,2,2,0,2,1,2,2,25,87,0,0,0,0,6,0,46,7,0,5,0,32,1,0,158,8
4942,2,64,195,35,0,3,93,27,19,0,1,1,0,8,0,1,2,37,88,0,0,0,0,4,0,46,6,0,10,0,24,1,0,173,9
4943,0,47,137,41,0,4,71,18,50,0,1,2,0,5,0,0,3,18,83,0,0,0,0,2,0,63,0,0,6,0,32,1,2,214,12
4944,1,57,116,46,0,2,61,26,45,0,3,0,0,5,1,0,3,28,101,0,0,0,0,9,0,51,13,0,4,0,22,1,1,211,10
4945,1,54,116,53,0,1,85,25,40,0,2,0,0,8,0,0,1,27,83,0,0,0,0,4,0,47,11,0,11,0,37,2,0,221,14
4946,4,42,145,43,1,2,106,24,49,0,1,0,0,3,0,0,2,24,72,0,0,0,0,6,0,46,5,0,9,0,14,1,1,200,7
4947,3,51,149,44,0,4,98,33,34,0,1,0,0,8,0,0,1,31,91,0,0,0,0,9,1,52,10,0,6,0,22,3,1,217,5
4948,1,52,190,43,0,2,92,22,31,0,2,4,0,2,0,1,2,36,88,0,0,0,0,9,0,38,13,0,11,0,33,4,1,185,6
4949,0,45,208,26,0,7,99,16,21,0,2,1,0,10,0,3,0,32,73,0,1,0,1,4,0,37,6,0,14,0,30,4,1,193,10
4950,1,43,156,49,0,2,63,27,51,0,5,1,0,8,0,0,0,25,80,0,0,0,0,1,0,45,1,0,13,0,26,4,0,204,5
4951,2,48,150,54,1,3,89,23,34,0,0,1,0,5,1,0,1,27,86,0,0,0,0,5,0,39,10,0,13,0,35,2,0,191,12
4952,0,43,143,41,0,5,89,23,46,0,2,1,0,3,0,0,0,28,100,1,0,0,1,5,0,45,6,0,11,0,33,1,0,223,11
4953,0,61,138,50,0,4,84,15,47,0,1,1,0,6,0,0,0,32,90,0,0,0,0,2,0,51,7,0,8,0,31,0,0,215,10
4954,2,55,131,52,0,5,98,25,55,0,2,1,0,0,0,0,0,32,98,0,1,0,1,5,0,61,3,0,9,0,32,1,2,241,13
4955,0,54,174,43,0,2,103,25,29,0,5,0,0,5,0,0,0,29,77,0,1,0,0,7,0,44,8,0,13,0,24,2,0,213,17
4956,5,42,188,50,0,4,99,30,40,0,0,0,0,8,1,2,1,31,81,0,0,0,0,10,0,53,7,0,12,0,23,6,0,189,8
4957,1,54,122,47,0,5,97,23,41,0,0,0,0,3,3,2,1,26,86,0,0,0,0,2,0,62,1,0,6,0,39,2,1,236,13
4958,3,59,109,44,0,1,83,23,43,0,2,1,0,5,0,0,1,27,93,0,0,0,0,5,0,46,7,0,6,0,26,3,2,205,10
4959,3,54,122,58,0,3,76,24,43,0,1,0,0,6,0,0,0,20,100,0,0,0,0,2,0,35,3,0,14,0,23,2,0,196,8
4960,1,56,123,54,0,3,103,27,49,0,5,1,0,7,0,0,0,28,92,0,0,0,0,6,0,46,6,0,6,0,33,5,0,198,11
4961,1,63,156,43,0,8,104,20,118,0,6,1,0,3,2,1,2,34,101,0,0,0,0,12,0,80,11,0,7,0,38,7,0,251,9
4962,0,54,157,41,0,8,89,23,42,0,5,2,0,8,0,1,6,17,95,0,1,0,0,5,0,52,16,0,10,0,42,3,0,208,10
4963,1,57,204,38,0,8,85,28,32,0,2,4,0,8,0,0,1,29,87,0,0,0,0,9,0,29,3,0,12,0,26,3,0,172,7
4964,0,56,121,52,0,4,83,26,66,0,2,3,0,10,0,1,0,30,70,0,0,0,0,4,0,52,1,0,5,0,31,2,1,157,4
4965,1,53,126,51,0,2,88,21,59,0,3,1,0,10,1,0,4,36,88,0,0,0,0,5,0,61,1,0,10,0,26,4,0,165,9
4966,2,74,142,31,0,1,69,15,49,0,2,1,0,7,0,1,1,20,114,0,0,0,0,8,0,38,7,0,6,0,32,3,2,175,8
4967,1,63,137,46,0,6,91,29,44,0,2,0,0,3,1,1,0,27,104,0,0,0,0,5,0,32,6,0,7,0,34,0,0,191,12
4968,1,51,120,33,0,6,73,28,49,0,1,0,0,4,0,0,3,23,108,0,0,0,0,12,0,48,8,0,11,0,16,6,0,212,6
4969,1,59,213,38,0,9,85,22,27,0,4,0,0,4,1,1,3,22,77,0,0,0,0,6,0,56,1,0,20,0,28,7,0,192,11
4970,1,53,202,38,0,5,106,20,38,0,3,1,0,5,0,1,0,37,73,0,0,0,0,14,0,50,3,0,12,0,24,1,1,163,4
4971,0,60,136,51,0,4,99,18,44,0,3,1,0,4,1,1,0,38,97,0,0,0,0,5,0,57,0,0,7,0,30,3,0,201,14
4972,1,45,113,40,0,1,84,24,40,0,3,1,0,4,0,0,0,27,102,0,0,0,0,6,0,37,15,0,7,0,30,2,0,170,7
4973,2,57,132,45,0,2,83,26,54,0,2,1,0,8,1,0,0,30,92,0,0,0,0,2,0,40,14,0,17,0,28,2,0,210,7
4974,1,40,137,47,0,2,82,23,42,0,4,1,0,2,0,0,0,20,85,0,0,0,0,7,0,40,6,1,7,0,29,1,1,208,9
4975,1,42,139,47,0,3,90,23,45,0,3,3,0,7,1,0,0,49,97,0,0,0,0,9,0,60,9,0,4,0,23,2,0,196,10
4976,0,45,178,36,0,4,88,22,38,0,0,1,0,3,1,1,1,25,77,0,0,0,0,4,0,49,12,0,7,0,23,9,0,215,15
4977,0,46,207,50,0,8,103,19,17,0,3,4,0,6,0,1,2,24,65,0,0,0,0,7,0,37,5,0,10,0,26,4,1,210,7
4978,1,57,135,63,0,3,70,18,52,0,1,0,0,8,0,1,0,27,83,0,0,0,0,8,0,57,0,0,4,0,26,2,0,190,9
4979,2,30,136,47,0,3,87,29,32,0,2,4,0,1,1,0,1,21,85,0,0,0,0,5,0,50,2,1,7,0,31,4,0,186,9
4980,2,65,134,51,0,6,67,22,50,0,2,1,0,3,0,1,4,19,77,1,0,0,0,5,0,59,6,0,12,0,37,4,2,190,14
4981,1,44,124,60,0,4,68,22,48,0,2,1,0,6,1,0,3,21,85,0,1,0,0,4,0,63,7,0,7,0,29,3,0,167,7
4982,1,53,131,45,0,2,81,24,33,0,1,1,0,3,0,1,5,23,97,0,0,0,0,7,0,59,5,0,5,0,23,3,0,204,9
4983,0,50,188,43,0,8,86,13,39,0,2,0,0,6,0,1,1,30,70,0,0,0,0,7,0,44,11,0,15,0,26,3,0,172,7
4984,2,47,195,39,0,2,110,28,16,0,1,5,0,10,0,2,1,38,75,0,0,0,0,9,0,50,13,0,8,0,26,2,0,170,7
4985,1,44,140,51,0,2,78,24,45,0,1,2,0,4,1,1,0,23,63,0,1,0,0,8,0,52,2,0,6,0,30,4,1,186,8
4986,1,59,148,42,0,3,65,18,43,0,1,1,0,5,0,0,0,24,78,0,0,0,0,9,0,45,9,0,9,0,24,1,1,205,13
4987,1,51,145,42,0,6,101,19,41,0,2,3,0,5,2,1,0,21,71,1,0,0,0,5,0,51,10,0,11,0,23,7,2,153,7
4988,0,39,114,53,0,4,67,16,52,0,2,0,0,5,0,1,1,29,58,0,0,0,0,6,1,41,3,0,9,0,34,1,1,193,8
4989,1,53,151,45,0,4,93,16,53,0,0,1,0,5,0,0,4,34,109,0,0,0,0,6,0,56,7,0,10,0,28,2,0,197,9
4990,2,52,183,37,0,8,95,19,37,0,3,2,0,3,1,0,3,39,85,0,0,0,0,6,0,40,3,0,8,0,26,5,1,197,12
4991,4,54,203,39,0,8,75,19,24,0,1,2,0,7,0,3,2,28,76,0,0,0,0,8,0,41,1,0,9,0,34,5,2,179,6
4992,0,45,197,53,0,9,103,21,90,0,1,0,0,5,0,2,1,29,72,0,0,0,1,16,0,76,3,0,8,0,33,12,0,217,14
4993,3,41,134,53,0,0,83,22,39,0,1,2,0,5,0,1,1,24,89,0,0,0,0,4,0,56,2,0,12,0,30,2,0,190,5
4994,1,57,134,55,0,1,62,15,40,0,1,0,0,6,0,0,1,20,86,0,0,0,0,4,0,44,2,0,12,0,24,2,1,149,5
4995,0,49,105,42,0,1,71,19,58,0,2,3,0,9,0,0,0,23,77,0,0,0,0,4,0,50,5,0,5,0,32,4,0,184,5
4996,0,52,138,50,0,4,81,23,52,0,3,2,0,3,0,2,1,26,83,0,0,0,0,5,0,50,10,0,4,0,28,3,0,215,8
4997,0,48,163,33,0,4,86,16,50,0,3,4,0,6,0,1,1,28,71,0,0,0,0,9,0,35,14,0,8,0,26,4,0,198,6
4998,2,63,184,22,0,4,84,17,23,0,2,1,0,6,0,0,0,34,81,0,0,0,0,8,0,52,6,0,11,0,40,7,2,170,4
4999,0,40,111,34,0,2,63,21,40,0,3,3,0,5,0,0,1,31,83,0,1,0,0,6,0,50,2,0,8,0,15,5,0,156,7
5000,3,44,110,45,0,5,65,24,52,0,1,0,0,3,0,1,1,38,91,0,0,0,0,12,0,50,4,0,15,0,23,4,1,188,7
5001,0,44,129,41,0,3,70,21,40,0,2,2,0,5,2,0,0,24,71,0,1,0,0,9,0,47,4,0,4,0,37,2,0,140,8
5002,0,48,110,50,0,0,65,22,50,0,3,1,0,5,3,0,0,30,100,1,1,0,0,5,0,60,5,0,7,0,14,2,0,160,6
5003,4,48,100,43,0,2,64,14,48,0,1,0,0,3,1,1,1,32,80,0,0,0,0,7,0,41,4,0,6,0,27,2,1,182,6
5004,2,34,153,25,0,3,88,17,19,0,0,1,0,3,0,0,0,35,65,0,0,0,0,6,0,32,10,0,10,0,24,1,0,146,10
5005,3,49,184,39,0,9,78,16,27,0,1,2,0,3,0,0,0,34,60,0,0,0,0,5,0,44,1,0,11,0,28,2,0,154,10
5006,0,64,114,48,0,6,69,15,49,0,1,1,0,4,0,1,1,17,65,0,0,0,0,4,0,48,2,0,15,0,26,2,1,177,8
5007,0,55,119,43,0,9,72,18,46,0,1,0,0,4,1,0,1,31,74,0,0,0,0,5,0,49,5,0,14,0,15,2,0,177,8
5008,0,53,146,35,0,4,80,18,43,0,0,2,0,3,1,0,0,32,76,0,0,0,0,8,0,40,8,0,12,0,27,3,1,191,13
5009,2,54,141,60,0,3,86,20,38,0,3,2,0,4,0,3,2,44,98,1,0,0,0,8,0,37,7,0,14,0,40,4,1,189,6
5010,1,53,149,59,1,1,75,22,54,0,5,1,0,8,1,1,4,31,79,0,0,0,0,6,0,53,13,0,10,0,29,4,1,203,12
5011,0,63,174,34,0,10,103,19,33,0,1,4,0,5,1,0,1,30,84,0,0,0,0,3,0,41,7,0,13,0,35,3,1,173,8
5012,1,57,141,37,0,5,87,25,32,0,0,0,0,5,0,0,1,35,92,0,0,0,0,2,0,34,2,0,5,0,26,2,1,194,7
5013,0,54,114,53,0,3,83,20,56,0,0,2,0,7,0,0,1,18,75,0,0,0,0,5,0,58,0,0,9,0,28,0,0,176,6
5014,0,50,133,47,0,4,87,24,42,0,1,1,0,0,1,1,1,19,91,0,0,0,0,2,0,32,8,0,12,0,39,1,1,224,13
5015,0,67,134,49,0,3,82,29,46,0,1,0,0,5,1,1,0,24,94,0,0,0,0,5,0,44,5,0,14,0,29,2,0,190,11
5016,0,64,115,42,0,3,67,15,47,0,4,0,0,2,0,1,2,20,84,0,0,0,0,10,0,42,9,0,11,0,30,2,0,168,12
5017,1,58,150,51,1,3,93,18,54,0,2,2,0,1,0,1,2,38,80,0,0,0,0,3,0,43,10,0,10,0,34,3,2,206,13
5018,0,62,188,32,0,10,105,24,30,0,4,2,0,6,1,1,1,34,72,0,0,0,0,6,0,46,8,0,8,0,33,1,0,201,17
5019,2,57,207,35,0,4,100,18,29,0,3,5,0,6,0,0,0,31,47,0,0,0,0,4,0,35,0,0,8,0,34,2,0,196,14
5020,1,58,136,43,0,5,67,29,44,0,2,1,0,6,0,0,0,24,82,0,0,0,0,3,0,61,1,0,5,0,32,2,4,185,8
