,Latitude,Longitude
64197,41.845537889,-87.714820496
64199,41.998048983000004,-87.70935427100001
64201,41.894821547,-87.63213392799999
64202,41.75409183,-87.623061596
64203,41.910676312,-87.64918706899999
64205,41.906659286,-87.63694908
64206,41.837489008,-87.646264459
64207,41.84451005,-87.639164866
64208,41.883938846999996,-87.68313278299999
64209,41.794589809,-87.62892956
64210,41.76680404,-87.60561968299999
64211,41.903775756,-87.639324074
64212,41.764535195,-87.693334867
64213,41.978160468,-87.689240087
64214,41.898175531,-87.63627725100001
64215,41.866859343,-87.667449387
64216,41.809314925,-87.620808615
64217,41.89655687,-87.63680173200001
64218,41.852004263000005,-87.688536253
64219,41.879292799,-87.741484659
64220,41.872557858,-87.61707019
64221,41.765965501,-87.680744061
64222,41.796458615,-87.603857722
64223,41.843916158,-87.706240919
64224,41.922593815999996,-87.772020556
64225,41.849295816,-87.71859043100001
64226,41.894826355999996,-87.767290594
64227,41.842682383,-87.661784165
64228,41.692638537,-87.619106399
64229,41.795652442,-87.619247355
64230,41.88059972,-87.63916731
64231,41.929646535,-87.752172863
64232,41.772523095,-87.583841674
64233,41.711408121,-87.64538197600001
64234,41.750066278,-87.554913938
64235,41.891990384,-87.61146150200001
64236,41.978991238,-87.65994197200001
64238,41.877359722,-87.749305368
64239,41.899168384,-87.709164449
64240,41.76487209,-87.61040667399999
64241,41.737709752,-87.740958098
64242,41.785751501,-87.687477185
64243,41.73848935,-87.552675826
64244,41.871833434,-87.72666504799999
64247,41.880132758,-87.745266514
64248,41.751270583,-87.60593808200001
64249,41.87683799,-87.703547124
64251,41.74867757,-87.61647372200001
64252,41.824346696,-87.70824068600001
64253,41.947575435,-87.777855781
64254,41.90043594,-87.75415322
64257,41.829580097,-87.68014238100001
64258,41.825123682,-87.61229385
64259,41.749146564,-87.557699157
64260,41.807570583,-87.689301125
64261,41.768069819000004,-87.567306284
64262,41.722373679,-87.661488866
64263,41.69634565,-87.615506296
64264,41.858904921,-87.64484222700001
64265,41.73614279,-87.62909594899999
64266,41.707027472,-87.63435046
64267,42.015393801,-87.67907608600001
64268,41.722461826,-87.651758755
64269,41.764977109,-87.62328610899999
64270,41.742858775,-87.724809994
64271,42.007014318,-87.66500369399999
64272,41.789846121,-87.652336186
64273,41.796808634,-87.668307054
64274,41.774659906,-87.69449901700001
64275,41.805776361,-87.675832432
64276,41.819548845999996,-87.623109131
64278,41.881592273,-87.63675863799999
64279,41.726817759,-87.616691141
64280,41.764303086999995,-87.649245116
64281,41.878840427,-87.639582928
64282,41.969140197,-87.724426194
64283,41.805930728,-87.66125114299999
64284,41.744995431,-87.656408769
64287,41.896063478,-87.66790274200001
64288,41.910676312,-87.64918706899999
64289,41.769399886,-87.690705813
64290,41.838706452,-87.72595418
64291,41.896551396,-87.773787663
64292,41.936781716999995,-87.65886094
64293,41.802762964,-87.610050591
64294,41.761273685999996,-87.560969185
64295,41.760132634,-87.579232064
64296,41.785256921999995,-87.730279594
64298,41.980220925,-87.775663342
64299,41.810129078,-87.69091880299999
64300,41.875892535,-87.704287105
64301,41.890849559,-87.71251782700001
64302,41.946512428000005,-87.716900113
64304,41.881391643,-87.68643785100001
64305,41.885972518,-87.653314091
64306,41.782293453,-87.600538793
64307,41.981166319,-87.79433883
64308,41.698107353000005,-87.53045450100001
64309,41.901122152,-87.69516117799999
64310,41.939120102,-87.746875019
64311,41.948703283,-87.677453607
64312,41.773766875,-87.64948916799999
64313,41.776216344,-87.704022921
64314,41.85058958,-87.719844334
64315,41.897616218,-87.762094231
64316,41.708029389000004,-87.56929028200001
64317,41.811247709,-87.66382563200001
64318,41.875066021,-87.741362098
64319,41.877565108,-87.68479102
64320,41.942248935,-87.81300828299999
64321,41.983254654,-87.66870588799999
64322,41.901073698000005,-87.63136393
64323,41.890389116,-87.628021263
64324,41.829389915,-87.60689263399999
64325,41.895558371999996,-87.70589759299999
64326,41.908432264,-87.769514248
64327,41.808654805,-87.61265095600001
64328,41.885373604,-87.74406532299999
64330,41.886017951,-87.624521781
64332,41.921529068000005,-87.746231419
64338,41.830109680999996,-87.610058377
64340,41.696711205999996,-87.62800671299999
64342,41.846455266999996,-87.69490466399999
64343,41.904329661999995,-87.667996915
64347,41.788474424,-87.65473049299999
64348,41.859918745,-87.72011125200001
64349,41.905041373,-87.74939479
64350,41.844428053,-87.711557497
64351,41.873204996,-87.658677936
64353,41.727632307,-87.559489294
64356,41.76471549,-87.6334241
64357,41.914092032,-87.717899225
64359,41.902876025,-87.77417692700001
64360,42.005353278,-87.67197125
64362,41.761779227,-87.68928273200001
64363,41.903319631,-87.632900531
64364,41.707519433,-87.601839023
64365,41.861642001999996,-87.7299295
64366,41.875580565,-87.71608042700001
64367,41.976762981,-87.900983721
64368,41.809687513,-87.674970791
64369,41.894308052,-87.72237915
64370,41.793876041,-87.649323127
64371,41.90971226,-87.73926766
64372,41.682468145,-87.659103605
64373,41.756604794,-87.576095781
64374,41.731059927,-87.54695535399999
64375,41.903453426,-87.69442899100001
64376,41.880751096,-87.723855981
64377,41.715863801,-87.636998103
64378,41.922138554,-87.697332876
64379,41.78782098,-87.68509131399999
64380,41.870892373000004,-87.71182245600001
64381,41.778844905999996,-87.710988877
64382,41.770007163,-87.69182882
64383,42.020226133,-87.66948762
64384,41.718471269,-87.559818981
64385,41.680834251,-87.646879157
64386,41.903077492,-87.683673325
64387,41.724505269,-87.619050305
64388,41.784142336,-87.67281955899999
64389,41.874180626,-87.66785807
64390,41.844492723,-87.706793137
64391,41.873984917,-87.68013473
64392,41.808584003,-87.665881774
64393,41.867015632,-87.646917628
64394,41.783007620999996,-87.67211256200001
64395,41.748134926,-87.727706481
64396,41.835915905,-87.66570061
64397,41.757751768,-87.60537011
64398,41.731778744,-87.636199764
64399,41.884163773000004,-87.68651638600001
64400,41.693309015,-87.621013915
64401,41.881524451,-87.662706932
64402,41.745250808,-87.60137791
64403,41.751468669,-87.667107794
64404,41.752950248000005,-87.554061838
64405,41.709577534,-87.65738476
64406,41.913186019,-87.647135902
64407,41.795448721999996,-87.660979271
64408,41.766563171,-87.644448488
64409,41.841142759,-87.625215429
64410,41.758315679,-87.567579897
64411,41.847670913,-87.706351061
64412,41.72116399,-87.562350799
64413,41.896888585999996,-87.628203192
64414,41.883093993,-87.679814278
64415,41.773600901,-87.62838573200001
64416,41.754005513,-87.662581071
64417,41.740359536999996,-87.600803232
64418,41.707455730999996,-87.60563749100001
64419,41.731292661,-87.59656123100001
64420,41.678887433,-87.637118655
64421,41.877004411,-87.62473154899999
64422,41.692833841,-87.60431945
64423,41.655616525999996,-87.61412541700001
64424,41.895941933,-87.74679272200001
64425,41.878476241,-87.774598987
64426,41.700364212,-87.540086344
64427,41.698422453,-87.69640753600001
64428,41.782447056,-87.660642136
64429,41.807867569,-87.65136775100001
64430,41.790752055,-87.625601621
64431,41.871452027,-87.624161364
64432,41.799517726,-87.591313255
64433,41.774183794,-87.600924395
64434,41.736656017,-87.563638425
64435,41.707592432,-87.535284185
64436,41.855235085,-87.653929781
64437,41.677322822,-87.62627470700001
64438,41.755923803,-87.65743376
64439,41.706601831,-87.66805462
64440,41.780571936,-87.775259047
64441,41.744236279,-87.550308681
64442,41.682761255,-87.63240932
64443,41.72444317,-87.626315136
64444,41.751897254,-87.55377772799999
64445,41.907671163,-87.660295269
64446,41.702945165,-87.62070249899999
64447,41.732860795,-87.613627076
64448,41.678949434,-87.62392142200001
64449,41.902611949000004,-87.669924906
64450,41.877470199,-87.67822287700001
64451,41.746212551999996,-87.66697525
64452,41.696219731999996,-87.660461259
64453,41.882641471999996,-87.669338326
64454,41.773273248,-87.592451667
64455,41.779711108,-87.713851263
64456,41.89498119,-87.74889509399999
64457,41.747146166,-87.578328686
64458,41.876632378000004,-87.64982935200001
64459,41.769497284,-87.68459765600001
64461,41.770116488,-87.61698656700001
64462,41.893646656,-87.63117714299999
64465,41.736774091,-87.56242059899999
64470,41.790314426,-87.670944722
64472,41.678634792,-87.62052783200001
64477,41.895729959,-87.624991059
64479,41.891145176,-87.61233778100001
64480,41.752400342,-87.61980025
64482,41.763625741999995,-87.56018223299999
64486,41.659120594,-87.63406366299999
64487,41.755381743,-87.56466081399999
64488,41.913116793,-87.75901684700001
64489,41.81110081,-87.70285258700001
64490,41.765804251999995,-87.60982804700001
64491,41.773864414,-87.588808175
64494,41.688181442,-87.61949984799999
64500,41.787208166,-87.634400539
64501,41.982574075,-87.667282235
64502,41.902501122,-87.73675947
64503,41.886446465,-87.615750906
64504,41.879474722,-87.74057598200001
64505,41.875820724,-87.647175913
64506,41.892569818000005,-87.62208039
64507,41.924809614000004,-87.76723509899999
64508,41.749591278000004,-87.55285648899999
64509,41.682369298000005,-87.645204489
64510,41.876650547,-87.755587101
64511,41.797399927,-87.62091494200001
64512,41.850657367,-87.631966812
64513,41.894884155,-87.76123339799999
64514,41.812998842,-87.75154846299999
64515,41.947528473,-87.713967935
64516,41.714488412,-87.564598866
64517,41.859968413000004,-87.72377070799999
64518,41.883198249,-87.73943254
64519,41.885729338000004,-87.625780935
64520,41.75852909,-87.608517015
64521,41.813187768,-87.669949774
64522,41.775378251,-87.645890263
64523,41.807759468,-87.677095939
64524,41.935156334,-87.639384562
64525,41.915971151,-87.746065586
64526,41.771276967,-87.66520556299999
64527,41.902678521,-87.72558336899999
64528,41.967490183,-87.69498826600001
64529,41.729160106,-87.58548161
64530,41.772411293000005,-87.587747195
64531,41.868380637,-87.62584744899999
64532,41.941429217,-87.757417575
64533,41.702506364,-87.63145154600001
64535,41.881536184,-87.637012627
64536,41.908560535,-87.67740914299999
64537,41.7896434,-87.666903347
64539,41.756906454,-87.555523979
64540,41.991306282,-87.688460159
64542,41.886511115,-87.618196037
64543,41.943635454,-87.71875466799999
64544,41.943635454,-87.71875466799999
64545,41.761921826,-87.694178209
64546,41.892509386,-87.626069718
64547,41.736255058000005,-87.62816043299999
64548,41.793924612,-87.67358091700001
64549,41.907926167,-87.64819515
64550,41.853381705,-87.733057386
64551,41.906545818000005,-87.650498565
64552,41.754005513,-87.662581071
64553,41.908668475,-87.627577615
64554,41.772692000999996,-87.626511384
64555,41.874380415,-87.72361542600001
64557,41.797206215,-87.66588249
64558,41.771177146,-87.637298335
64559,41.901241115,-87.764809559
64560,41.770668945,-87.61055054200001
64561,41.782467577,-87.657125736
64562,41.900926245,-87.754516118
64563,41.75044125,-87.613694591
64566,41.678038746,-87.621771684
64567,41.868412647,-87.720191625
64569,41.913328391,-87.692184903
64570,41.719012149,-87.66341393799999
64572,41.726560961,-87.60812913299999
64575,41.969159427,-87.649837624
64577,41.919266205,-87.678445911
64583,41.726560961,-87.60812913299999
64584,41.943338611,-87.64332075
64586,41.966053999,-87.657890403
64589,41.750637386,-87.64434760299999
64590,41.924228430999996,-87.747117979
64591,41.846160861,-87.695259926
64593,41.895644675,-87.769072114
64594,41.729926845,-87.649529363
64596,41.748809736999995,-87.60389903299999
64598,41.77073417,-87.60696828399999
64601,41.876747289,-87.74813593399999
64603,41.902346538,-87.629939417
64604,41.80269215,-87.616264407
64605,41.760440542,-87.67341820899999
64606,41.709926798000005,-87.621599589
64607,41.879097968,-87.63228381799999
64608,41.690567503000004,-87.621025854
64609,41.945092059000004,-87.6548145
64610,41.870931735,-87.686157813
64611,41.889243957,-87.628783073
64612,41.679408594,-87.617861659
64613,41.735975176,-87.586893744
64614,41.795299028,-87.66826398399999
64615,41.687924411,-87.63982199899999
64616,41.909325275,-87.769745185
64617,41.890464277,-87.654610654
64618,41.884493832,-87.627021129
64619,41.732214483,-87.62532866299999
64620,41.963629388,-87.652992668
64621,41.844460987,-87.70902851
64622,41.881021315,-87.701747089
64623,41.809401704,-87.61535327
64624,41.839963581999996,-87.661445613
64625,41.934474646,-87.64421014700001
64626,41.98538955,-87.71382914200001
64627,41.772889498000005,-87.619837161
64628,41.884076765,-87.721723807
64630,41.883608576,-87.707156605
64631,41.931012239,-87.784901193
64632,41.746933449000004,-87.613601845
64633,41.659087388,-87.644929089
64634,41.877848189,-87.736493098
64635,41.776273382,-87.592974394
64636,41.857846705,-87.663115887
64637,41.752686085,-87.59552136299999
64638,41.965457044000004,-87.652995284
64639,41.791344209,-87.66207826700001
64640,41.783108678000005,-87.727773468
64641,41.731921596999996,-87.61527886799999
64642,41.871866796,-87.76206654200001
64644,41.758092329,-87.633682992
64645,41.95994957,-87.719222964
64646,41.721918366,-87.585137009
64647,41.773175037,-87.694462428
64648,41.759089096,-87.636941506
64649,41.791477733,-87.64751511200001
64650,41.700787634,-87.63900269700001
64651,41.830611847,-87.623247369
64653,41.903194786,-87.752155661
64654,41.85628526,-87.73255671
64655,41.761532405,-87.710720019
64656,41.726219145,-87.567294437
64657,41.843872347,-87.718440499
64659,41.945685321999996,-87.784841621
64660,41.808833439000004,-87.622824022
64661,41.871868682,-87.76189395899999
64662,41.768389276,-87.617698601
64663,41.709606459,-87.67849436
64664,41.925603879,-87.66816176
64665,41.765444001,-87.62690618100001
64666,41.93414043,-87.73485497600001
64667,41.953644262,-87.7281765
64668,41.953644262,-87.7281765
64669,41.782708931,-87.765571862
64670,41.782708931,-87.765571862
64671,41.729633491,-87.549855923
64672,41.671666189,-87.650234165
64673,41.759333905,-87.632071481
64674,41.885741529,-87.631344503
64677,41.759780594,-87.57245554100001
64678,41.872873835,-87.696811792
64679,41.760126869000004,-87.686788563
64680,41.851074338000004,-87.706449961
64682,41.721627204,-87.62448517700001
64683,41.92578275,-87.767575594
64686,41.726228859,-87.63605461899999
64689,41.70817693,-87.618667089
64690,41.750640764,-87.67679483399999
64692,41.847266278,-87.705121819
64694,41.740128582,-87.593880712
64695,41.847534945,-87.713659818
64697,41.721205526,-87.628654671
64699,41.859032957,-87.71002844200001
64700,41.908795816,-87.73138863700001
64702,41.748494145,-87.63481330200001
64703,41.86479699,-87.645784928
64704,41.884433056,-87.65239764200001
64705,41.87528403,-87.72427510799999
64706,41.894591453000004,-87.719944973
64708,41.750320089,-87.66638306899999
64709,41.830530933,-87.610277459
64710,41.770020864,-87.6913338
64712,41.756430631,-87.561470724
64713,41.948531468,-87.747156367
64716,41.779869327,-87.610791873
64717,41.875178061,-87.627619404
64718,41.759656906,-87.574916355
64721,41.757649901,-87.62152333899999
64722,41.789640031,-87.781703874
64723,41.720675898,-87.57270457899999
64724,41.764923919,-87.59824759799999
64725,41.885720624,-87.75893543
64726,41.862462006,-87.639458978
64727,41.906276004,-87.670011875
64728,42.018498254,-87.672983233
64729,41.74775752,-87.65245137
64730,41.98287878,-87.791440835
64731,41.979457791,-87.79927413899999
64732,41.876278295,-87.688732935
64733,41.905528856,-87.710557226
64734,41.746053316,-87.549146964
64735,41.906503477,-87.63931657299999
64736,41.761077973,-87.63455955299999
64737,41.736813463000004,-87.64972011799999
64738,41.891045813000005,-87.617950803
64739,41.888189539,-87.623777956
64740,41.979006297,-87.906463155
64741,41.751344208,-87.599820806
64742,41.903466617,-87.628667138
64743,41.859255273,-87.659962562
64744,41.671848709,-87.63088793700001
64745,41.92510186,-87.67199230700001
64746,41.766114415,-87.57203980799999
64747,41.744056769000004,-87.66813714700001
64748,41.76870453,-87.614128347
64750,41.865592022,-87.61912308299999
64762,41.954016661,-87.652105978
64763,41.987833463,-87.65814575
64774,41.923258751,-87.70340683399999
64775,41.743864086,-87.67470559200001
64776,41.874381838000005,-87.64153679200001
64778,41.738583501,-87.65341299299999
64779,41.857729000999996,-87.635971485
64780,41.949381495,-87.702998991
64781,41.768003513000004,-87.663875893
64782,41.730433934000004,-87.63981191100001
64783,41.844396937,-87.71392498200001
64784,41.743047782,-87.664985296
64785,41.738577072,-87.551450986
64786,41.757614433,-87.58611526600001
64787,41.716163105999996,-87.573362144
64788,41.757209187,-87.563392885
64789,41.754126154,-87.597982339
64790,41.750562355,-87.60764283
64791,41.793415261,-87.651212934
64792,41.844074266999996,-87.62844208799999
64802,41.809318774,-87.620544473
64804,41.753272058,-87.648962792
64807,41.761949861,-87.680616146
64810,41.87105086,-87.69716399100001
64812,41.703201242,-87.63786348100001
64814,41.895420644,-87.720539406
64817,41.857960294,-87.709080773
64820,41.906493907,-87.64000364
64824,41.960145088000004,-87.69965376100001
64829,41.897949791,-87.728625471
64831,41.876196845,-87.724082848
64832,41.753353571,-87.58164592899999
64836,41.767847633,-87.566498814
64837,41.931875577,-87.72012811799999
64838,41.72275081,-87.628692734
64839,41.977269698,-87.674442766
64840,41.917638549,-87.683702024
64841,41.903168813,-87.678492886
64842,41.861957634,-87.729937546
64843,41.94955828,-87.647198103
64844,41.947552818000005,-87.779991715
64845,41.889203579000004,-87.631600408
64846,41.804884238,-87.611350804
64847,41.94670237,-87.656117076
64848,41.993703698000004,-87.79415213200001
64849,41.964618881,-87.656975296
64850,41.780145444,-87.688549029
64851,41.78000107,-87.694636659
64852,41.947653829000004,-87.672465051
64853,41.772399326,-87.649800635
64854,41.886367084,-87.756509491
64855,41.89116528,-87.64926676600001
64856,41.897716039,-87.678015997
64857,41.8030864,-87.61173408799999
64858,41.809109291999995,-87.728526366
64859,41.738718395999996,-87.586726409
64860,41.7335097,-87.560576484
64861,41.79136464,-87.669371759
64862,41.96137851,-87.65474101
64863,41.986460964,-87.655283903
64864,41.845389113,-87.71115549
64865,41.849155068,-87.696782718
64866,41.813558308000005,-87.669960623
64867,41.684151193000005,-87.655501989
64868,41.989348532,-87.658192271
64869,41.83190425,-87.620565482
64870,41.911161199,-87.633564277
64871,41.953734204,-87.721845027
64872,41.883580684,-87.709595279
64873,41.879266261,-87.743794623
64875,41.880487595,-87.745964635
64876,41.87728542,-87.71010814600001
64877,41.885908101,-87.626289429
64879,41.908468358,-87.67664595299999
64880,41.804772841,-87.633256046
64883,41.977315892,-87.65644009200001
64884,41.978052908,-87.692576858
64885,41.693909486,-87.618275829
64888,41.876172139,-87.72615401700001
64889,41.911161199,-87.633564277
64890,41.841408158,-87.725690088
64891,42.021531238,-87.670717958
64893,41.877532811,-87.672387519
64895,41.907272203000005,-87.729191411
64896,41.952153269,-87.83223164799999
64897,41.877816835,-87.624307643
64898,41.760067375,-87.55666601200001
64899,41.883222953,-87.62563599299999
64900,41.859471978,-87.653426071
64901,41.885701678000004,-87.64379073200001
64902,41.902677049,-87.6414298
64903,41.855906241999996,-87.727274434
64904,41.896685065999996,-87.627683859
64905,41.739516056999996,-87.589120794
64906,41.805851501999996,-87.672189491
64907,41.871799513,-87.63293634700001
64908,41.756115887,-87.605326291
64909,41.795526091999996,-87.589815387
64910,41.794949113,-87.65488589799999
64911,41.738330132,-87.55631243399999
64912,41.979006297,-87.906463155
64913,41.851178006,-87.70033399799999
64914,42.009440899,-87.69601138200001
64915,41.87799992,-87.64309874899999
64916,41.765188879,-87.581936662
64917,41.954468477,-87.71293018600001
64918,41.952739718000004,-87.726295457
64920,41.88311784,-87.649044143
64921,41.784770393,-87.796500235
64922,41.673715251,-87.63455359700001
64923,41.753165736,-87.674434596
64924,41.784747667,-87.61896870700001
64925,41.817639449,-87.621435374
64926,41.94325465,-87.75752244600001
64927,41.88392995,-87.680114234
64928,41.82906505,-87.626519016
64929,41.715883887,-87.645803076
64930,41.926615689,-87.774594385
64931,41.933184269,-87.759898971
64932,41.97045428,-87.65625165799999
64933,41.88447178,-87.743732081
64934,41.772896632,-87.685908815
64936,41.791655285,-87.70644986100001
64939,41.807755932,-87.732628871
64940,41.768802381,-87.733476291
64941,41.877452438,-87.69455585
64942,41.726312222,-87.55988612
64943,41.984943361,-87.768298999
64944,41.984142866,-87.816823535
64945,41.941111746,-87.75431455299999
64946,41.786259089,-87.64860108399999
64947,41.885368351,-87.63540290600001
64948,41.760277756,-87.684345991
64949,41.786960419,-87.73644948
64950,41.693200858000004,-87.642405219
64951,41.822256314,-87.68607953899999
64952,42.017433472,-87.703243711
64953,41.758776307,-87.585009571
64954,42.012039592,-87.700964037
64955,42.01381439,-87.702834181
64956,41.923005158,-87.64535143100001
64957,41.877818911999995,-87.73878467700001
64959,41.897920066,-87.73711065
64961,41.847960661,-87.721403619
64965,41.993270027,-87.687288937
64968,41.886439545,-87.613767861
64969,41.78628072,-87.70121479
64970,41.874526187,-87.711901076
64971,41.757992905,-87.606613524
64972,41.976290414,-87.905227221
64974,41.833169088000005,-87.65589147799999
64975,41.878111507,-87.63432520200001
64976,41.858497118,-87.70787885200001
64977,41.882139587,-87.71104513
64978,41.881141034,-87.75631046
64980,41.911067626,-87.705683274
64981,41.811341416,-87.607415729
64982,41.974076951,-87.749235326
64983,41.735859943,-87.59753491200001
64984,41.875657149,-87.762726768
64985,41.927913908,-87.79415158200001
64986,41.892659230999996,-87.61659957100001
64987,41.907086577,-87.72521828100001
64988,41.954105141999996,-87.727628041
64989,41.815827005,-87.623010853
64990,41.852829615,-87.633569125
64991,41.924934151,-87.76356300399999
64992,41.79341929,-87.65606818100001
64993,41.731321218000005,-87.649573192
64994,41.767346948000004,-87.581258995
64995,41.749140885,-87.56133818
64996,41.880228820999996,-87.745269305
64997,41.869583263,-87.737697134
64999,41.754592961,-87.74152853700001
65000,41.691627151,-87.643575384
65002,41.751464464,-87.64406390200001
65004,41.721610591,-87.56470079700001
65005,41.793579386,-87.645142068
65006,41.878925018000004,-87.66495201299999
65008,41.858150645,-87.72615933200001
65014,41.892238363000004,-87.749173521
65015,41.681988948000004,-87.662568066
65016,41.905261938,-87.76104524600001
65017,41.737462708,-87.585645433
65018,41.756106295,-87.64243828299999
65019,41.794509508000004,-87.63330173799999
65020,41.750384866,-87.661486376
65021,41.888281593,-87.628029756
65022,41.733811555,-87.611198394
65023,41.947296152,-87.65119238
65024,41.969159427,-87.649837624
65025,41.798865209,-87.652567109
65026,41.729171506,-87.55456177
65027,41.896685065999996,-87.627683859
65028,41.910592743,-87.711713025
65029,41.876134914,-87.72898170799999
65030,41.743521771,-87.63306070200001
65031,41.892206358,-87.71987964600001
65032,41.891739422,-87.72186006
65035,41.740247075999996,-87.608601727
65037,41.666128778,-87.62007655
65038,41.750302532,-87.66761458399999
65041,41.896721645999996,-87.75990204700001
65042,41.844000177,-87.628442902
65043,41.737518167,-87.643652464
65044,41.706716429000004,-87.63555137
65045,41.877622161,-87.750727697
65046,41.919223505,-87.726620563
65047,41.702214417,-87.563979733
65051,41.910629103000005,-87.70678972299999
65052,41.911896686,-87.763087466
65055,41.909786286999996,-87.633105375
65059,41.89579438,-87.761610939
65061,41.903989049,-87.762235796
65062,41.991729121999995,-87.82078282
65063,41.714845272,-87.532861357
65064,41.869703985,-87.71791397
65069,41.795190552,-87.58800765299999
65070,41.929612690999996,-87.754708875
65071,41.969360298000005,-87.65967937299999
65074,41.794670403000005,-87.631785431
65076,41.895971449,-87.67335443
65079,41.780564856999995,-87.676357691
65080,41.890728337,-87.68268931799999
65082,41.731564657,-87.66294281100001
65085,41.784702764,-87.588140133
65089,41.801873675,-87.62946594799999
65090,41.902940868,-87.695032866
65091,41.999383626,-87.678971554
65092,41.879428698000005,-87.62982360299999
65093,41.970734926999995,-87.769071793
65094,41.73882593,-87.67286277
65095,41.870059174,-87.704454445
65096,41.874381838000005,-87.64153679200001
65097,41.747788011,-87.55524561700001
65098,41.755961239,-87.60777625899999
65099,41.689347751999996,-87.65622728
65100,41.972367264,-87.65490386100001
65101,41.871488272,-87.70583931700001
65102,41.797918577,-87.616060907
65103,41.928169129000004,-87.783161615
65104,41.839769396,-87.72198809700001
65105,41.796994465,-87.663449572
65106,41.876742586,-87.748290197
65107,41.896700521999996,-87.76227135200001
65108,41.88527183,-87.62948040100001
65109,42.002981436,-87.672297504
65110,42.022470176999995,-87.66652742
65111,41.703773632,-87.56445552
65112,41.907632016,-87.68838087700001
65114,41.653969894,-87.615878202
65115,41.881893071,-87.73858166
65116,41.890176109,-87.75053283700001
65117,41.915729613,-87.746056778
65118,41.763547896,-87.565351419
65119,41.710193137,-87.636850548
65120,41.946070548,-87.798439087
65121,41.906684967,-87.635303024
65122,41.748591224,-87.601471891
65123,41.914735455,-87.655738683
65125,41.769722896,-87.671229916
65126,41.934020247,-87.71374950299999
65127,41.814760322,-87.69317992200001
65128,41.768663362,-87.72116805600001
65129,41.932662734000004,-87.72210513700001
65130,41.763700431,-87.684439792
65131,41.858884176,-87.654728116
65132,41.726309007,-87.613011501
65133,41.83073842,-87.607930466
65134,41.90799648,-87.667613514
65135,41.879290869,-87.741642575
65136,41.879037696,-87.658410955
